"","symptom","domain","group","estimate","lower_95_percent_confidence_limit","upper_95_percent_confidence_limit"
"394","Mobility","Employment sector","Retail sector (including wholesale)",15.26,11.23,19.29
"395","Mobility","Employment sector","Social care",17.9,12.01,23.79
"396","Mobility","Employment sector","Teaching and education",9.56,7.17,11.94
"397","Mobility","Employment sector","Transport (including storage, logistic)",12.65,7.59,17.71
"398","Mobility","Employment sector","Unknown",21.67,19.26,24.07
"399","Muscle ache","All people","All people",41.9,40.65,43.16
"400","Muscle ache","Employment status","Employed",39.53,37.83,41.23
"401","Muscle ache","Employment status","Unemployed",38.46,26.63,50.29
"402","Muscle ache","Employment status","Inactive - not looking",58.38,54.65,62.12
"403","Muscle ache","Employment status","Inactive - retired",40.47,38.33,42.6
"404","Muscle ache","Employment status","Inactive - student",34.18,23.84,44.51
"405","Muscle ache","Self-employment status","Employee",39.77,37.94,41.61
"406","Muscle ache","Self-employment status","Self-employed",38.03,33.51,42.56
"407","Muscle ache","Self-employment status","Not in employment",44.49,42.66,46.31
"408","Muscle ache","Employment sector","Arts, Entertainment or Recreation",36.36,26.3,46.43
"409","Muscle ache","Employment sector","Civil service or Local Government",42.02,36.92,47.12
"410","Muscle ache","Employment sector","Financial services (including insurance)",35.21,28.8,41.62
"411","Muscle ache","Employment sector","Food production, agriculture, farming",43.48,28.75,58.21
"412","Muscle ache","Employment sector","Health care",47.49,42.91,52.08
"413","Muscle ache","Employment sector","Hospitality (e.g. hotel, restaurant)",36,26.57,45.43
"414","Muscle ache","Employment sector","Information technology and communication",29.57,22.91,36.23
"415","Muscle ache","Employment sector","Manufacturing or construction",42.64,37.29,47.99
"416","Muscle ache","Employment sector","Not currently working",41.92,39.31,44.54
"417","Muscle ache","Employment sector","Other occupation sector",36.77,32.63,40.91
"418","Muscle ache","Employment sector","Personal services (e.g. hairdressers)",36.36,22.16,50.57
"419","Muscle ache","Employment sector","Retail sector (including wholesale)",44.81,39.23,50.38
"420","Muscle ache","Employment sector","Social care",46.91,39.23,54.59
"421","Muscle ache","Employment sector","Teaching and education",38.57,34.6,42.53
"422","Muscle ache","Employment sector","Transport (including storage, logistic)",43.98,36.41,51.54
"423","Muscle ache","Employment sector","Unknown",45.96,43.06,48.87
"424","Nasal congestion","All people","All people",22.26,21.21,23.31
"425","Nasal congestion","Employment status","Employed",20.03,18.64,21.42
"426","Nasal congestion","Employment status","Unemployed",29.23,18.18,40.28
"427","Nasal congestion","Employment status","Inactive - not looking",33.38,29.86,36.9
"428","Nasal congestion","Employment status","Inactive - retired",21.83,20.04,23.63
"429","Nasal congestion","Employment status","Inactive - student",20.25,11.38,29.13
"430","Nasal congestion","Self-employment status","Employee",20.2,18.69,21.7
"431","Nasal congestion","Self-employment status","Self-employed",19.02,15.41,22.63
"432","Nasal congestion","Self-employment status","Not in employment",24.68,23.1,26.26
"433","Nasal congestion","Employment sector","Arts, Entertainment or Recreation",21.59,13,30.18
"434","Nasal congestion","Employment sector","Civil service or Local Government",20.73,16.48,24.97
"435","Nasal congestion","Employment sector","Financial services (including insurance)",21.13,15.64,26.61
"436","Nasal congestion","Employment sector","Health care",23.09,19.25,26.93
"437","Nasal congestion","Employment sector","Hospitality (e.g. hotel, restaurant)",24,15.61,32.39
"438","Nasal congestion","Employment sector","Information technology and communication",13.44,8.53,18.35
"439","Nasal congestion","Employment sector","Manufacturing or construction",22.39,17.84,26.95
"440","Nasal congestion","Employment sector","Not currently working",24.09,21.84,26.34
"441","Nasal congestion","Employment sector","Other occupation sector",18.68,15.33,22.03
"442","Nasal congestion","Employment sector","Retail sector (including wholesale)",25.32,20.46,30.19
"443","Nasal congestion","Employment sector","Social care",28.4,21.44,35.35
"444","Nasal congestion","Employment sector","Teaching and education",19.28,16.07,22.5
"445","Nasal congestion","Employment sector","Transport (including storage, logistic)",16.27,10.63,21.9
"446","Nasal congestion","Employment sector","Unknown",24.04,21.55,26.52
"447","Nausea or vomiting","All people","All people",5.98,5.38,6.58
"448","Nausea or vomiting","Employment status","Employed",5.3,4.52,6.07
"449","Nausea or vomiting","Employment status","Inactive - not looking",12.14,9.72,14.55
"450","Nausea or vomiting","Employment status","Inactive - retired",4.73,3.79,5.67
"451","Nausea or vomiting","Self-employment status","Employee",5.21,4.38,6.04
"452","Nausea or vomiting","Self-employment status","Self-employed",5.82,3.65,7.98
"453","Nausea or vomiting","Self-employment status","Not in employment",6.73,5.81,7.64
"454","Nausea or vomiting","Employment sector","Civil service or Local Government",5.88,3.44,8.32
"455","Nausea or vomiting","Employment sector","Health care",8.28,5.76,10.8
"456","Nausea or vomiting","Employment sector","Information technology and communication",5.91,2.52,9.31
"457","Nausea or vomiting","Employment sector","Not currently working",6.39,5.11,7.67
"458","Nausea or vomiting","Employment sector","Other occupation sector",5.84,3.8,7.87
"459","Nausea or vomiting","Employment sector","Retail sector (including wholesale)",5.84,3.23,8.46
"460","Nausea or vomiting","Employment sector","Teaching and education",5.29,3.48,7.1
"461","Nausea or vomiting","Employment sector","Unknown",7.63,6.1,9.16
"462","Noisy breathing (wheezing)","All people","All people",20.9,19.88,21.92
"463","Noisy breathing (wheezing)","Employment status","Employed",19.37,18.01,20.74
"464","Noisy breathing (wheezing)","Employment status","Unemployed",24.62,14.15,35.08
"465","Noisy breathing (wheezing)","Employment status","Inactive - not looking",28.61,25.24,31.99
"466","Noisy breathing (wheezing)","Employment status","Inactive - retired",20.54,18.8,22.29
"467","Noisy breathing (wheezing)","Employment status","Inactive - student",21.52,12.42,30.62
"468","Noisy breathing (wheezing)","Self-employment status","Employee",19.54,18.06,21.02
"469","Noisy breathing (wheezing)","Self-employment status","Self-employed",18.34,14.78,21.91
"470","Noisy breathing (wheezing)","Self-employment status","Not in employment",22.57,21.05,24.09
"471","Noisy breathing (wheezing)","Employment sector","Arts, Entertainment or Recreation",19.32,11.07,27.56
"472","Noisy breathing (wheezing)","Employment sector","Civil service or Local Government",21.57,17.31,25.82
"473","Noisy breathing (wheezing)","Employment sector","Financial services (including insurance)",23,17.36,28.65
"474","Noisy breathing (wheezing)","Employment sector","Health care",21.13,17.37,24.9
"475","Noisy breathing (wheezing)","Employment sector","Hospitality (e.g. hotel, restaurant)",20,12.15,27.85
"476","Noisy breathing (wheezing)","Employment sector","Information technology and communication",17.74,12.28,23.21
"477","Noisy breathing (wheezing)","Employment sector","Manufacturing or construction",24.85,20.2,29.49
"478","Noisy breathing (wheezing)","Employment sector","Not currently working",21,18.87,23.13
"479","Noisy breathing (wheezing)","Employment sector","Other occupation sector",17.12,13.86,20.39
"480","Noisy breathing (wheezing)","Employment sector","Retail sector (including wholesale)",16.88,12.64,21.13
"481","Noisy breathing (wheezing)","Employment sector","Social care",19.75,13.62,25.89
"482","Noisy breathing (wheezing)","Employment sector","Teaching and education",15.87,12.92,18.83
"483","Noisy breathing (wheezing)","Employment sector","Transport (including storage, logistic)",27.11,20.32,33.9
"484","Noisy breathing (wheezing)","Employment sector","Unknown",24.12,21.63,26.62
"485","Numbness","All people","All people",17.86,16.89,18.83
"486","Numbness","Employment status","Employed",16.27,14.98,17.56
"487","Numbness","Employment status","Inactive - not looking",29.77,26.35,33.19
"488","Numbness","Employment status","Inactive - retired",16.39,14.77,18.01
"489","Numbness","Self-employment status","Employee",16.15,14.77,17.53
"490","Numbness","Self-employment status","Self-employed",17,13.47,20.54
"491","Numbness","Self-employment status","Not in employment",19.6,18.13,21.07
"492","Numbness","Employment sector","Arts, Entertainment or Recreation",23.86,15.03,32.7
"493","Numbness","Employment sector","Civil service or Local Government",22.97,18.6,27.34
"494","Numbness","Employment sector","Financial services (including insurance)",12.21,7.81,16.6
"495","Numbness","Employment sector","Health care",18.95,15.37,22.54
"496","Numbness","Employment sector","Hospitality (e.g. hotel, restaurant)",16,8.82,23.18
"497","Numbness","Employment sector","Information technology and communication",14.52,9.44,19.59
"498","Numbness","Employment sector","Manufacturing or construction",15.03,11.18,18.88
"499","Numbness","Employment sector","Not currently working",17.63,15.61,19.64
"500","Numbness","Employment sector","Other occupation sector",16.73,13.53,19.94
"501","Numbness","Employment sector","Retail sector (including wholesale)",20.13,15.59,24.67
"502","Numbness","Employment sector","Social care",14.81,9.35,20.28
"503","Numbness","Employment sector","Teaching and education",14.85,11.97,17.72
"504","Numbness","Employment sector","Transport (including storage, logistic)",18.67,12.77,24.58
"505","Numbness","Employment sector","Unknown",20,17.65,22.35
"506","Palpitations","All people","All people",22.21,21.17,23.25
"507","Palpitations","Employment status","Employed",22.23,20.78,23.67
"508","Palpitations","Employment status","Unemployed",23.08,12.85,33.31
"509","Palpitations","Employment status","Inactive - not looking",36.56,32.98,40.14
"510","Palpitations","Employment status","Inactive - retired",17.15,15.54,18.77
"511","Palpitations","Employment status","Inactive - student",29.11,19.04,39.19
"512","Palpitations","Self-employment status","Employee",22.49,20.93,24.06
"513","Palpitations","Self-employment status","Self-employed",20.58,16.86,24.31
"514","Palpitations","Self-employment status","Not in employment",22.19,20.69,23.69
"515","Palpitations","Employment sector","Arts, Entertainment or Recreation",19.32,11.09,27.55
"516","Palpitations","Employment sector","Civil service or Local Government",21.01,16.78,25.23
"517","Palpitations","Employment sector","Financial services (including insurance)",18.31,13.12,23.5
"518","Palpitations","Employment sector","Health care",30.94,26.71,35.16
"519","Palpitations","Employment sector","Hospitality (e.g. hotel, restaurant)",21,13.02,28.98
"520","Palpitations","Employment sector","Information technology and communication",20.43,14.67,26.19
"521","Palpitations","Employment sector","Manufacturing or construction",18.71,14.48,22.94
"522","Palpitations","Employment sector","Not currently working",21.07,18.95,23.18
"523","Palpitations","Employment sector","Other occupation sector",22.18,18.61,25.75
"524","Palpitations","Employment sector","Retail sector (including wholesale)",25.32,20.49,30.16
"525","Palpitations","Employment sector","Social care",24.07,17.49,30.66
"526","Palpitations","Employment sector","Teaching and education",22.35,18.98,25.73
"527","Palpitations","Employment sector","Transport (including storage, logistic)",18.07,12.2,23.94
"528","Palpitations","Employment sector","Unknown",22.37,19.96,24.78
"529","Runny nose or sneezing","All people","All people",24.5,23.41,25.59
"530","Runny nose or sneezing","Employment status","Employed",19.18,17.82,20.55
"531","Runny nose or sneezing","Employment status","Unemployed",27.69,16.81,38.57
"532","Runny nose or sneezing","Employment status","Inactive - not looking",27.89,24.54,31.24
"533","Runny nose or sneezing","Employment status","Inactive - retired",31.49,29.47,33.5
"534","Runny nose or sneezing","Employment status","Inactive - student",21.52,12.41,30.62
"535","Runny nose or sneezing","Self-employment status","Employee",18.74,17.28,20.19
"536","Runny nose or sneezing","Self-employment status","Self-employed",21.92,18.03,25.82
"537","Runny nose or sneezing","Self-employment status","Not in employment",30.28,28.59,31.98
"538","Runny nose or sneezing","Employment sector","Arts, Entertainment or Recreation",19.32,11.06,27.58
"539","Runny nose or sneezing","Employment sector","Civil service or Local Government",19.61,15.45,23.77
"540","Runny nose or sneezing","Employment sector","Financial services (including insurance)",17.37,12.28,22.46
"541","Runny nose or sneezing","Employment sector","Health care",22.88,19.03,26.72
"542","Runny nose or sneezing","Employment sector","Hospitality (e.g. hotel, restaurant)",24,15.65,32.35
"543","Runny nose or sneezing","Employment sector","Information technology and communication",22.04,16.09,28
"544","Runny nose or sneezing","Employment sector","Manufacturing or construction",19.33,14.99,23.66
"545","Runny nose or sneezing","Employment sector","Not currently working",31.11,28.67,33.55
"546","Runny nose or sneezing","Employment sector","Other occupation sector",18.48,15.12,21.84
"547","Runny nose or sneezing","Employment sector","Retail sector (including wholesale)",25,20.15,29.85
"548","Runny nose or sneezing","Employment sector","Social care",23.46,16.94,29.98
"549","Runny nose or sneezing","Employment sector","Teaching and education",18.09,14.98,21.19
"550","Runny nose or sneezing","Employment sector","Transport (including storage, logistic)",23.49,17.07,29.92
"551","Runny nose or sneezing","Employment sector","Unknown",28.16,25.53,30.79
"552","Shortness of breath","All people","All people",48.34,47.08,49.6
"553","Shortness of breath","Employment status","Employed",46.83,45.1,48.57
"554","Shortness of breath","Employment status","Unemployed",44.62,32.56,56.67
"555","Shortness of breath","Employment status","Inactive - not looking",57.8,54.07,61.53
"556","Shortness of breath","Employment status","Inactive - retired",47.97,45.8,50.14
"557","Shortness of breath","Employment status","Inactive - student",39.24,28.38,50.1
"558","Shortness of breath","Self-employment status","Employee",46.74,44.87,48.6
"559","Shortness of breath","Self-employment status","Self-employed",47.43,42.78,52.07
"560","Shortness of breath","Self-employment status","Not in employment",49.98,48.15,51.82
"561","Shortness of breath","Employment sector","Arts, Entertainment or Recreation",56.82,46.46,67.18
"562","Shortness of breath","Employment sector","Civil service or Local Government",45.66,40.5,50.82
"563","Shortness of breath","Employment sector","Financial services (including insurance)",48.83,42.11,55.54
"564","Shortness of breath","Employment sector","Food production, agriculture, farming",58.7,44.76,72.63
"565","Shortness of breath","Employment sector","Health care",48.8,44.18,53.42
"566","Shortness of breath","Employment sector","Hospitality (e.g. hotel, restaurant)",45,35.22,54.78
"567","Shortness of breath","Employment sector","Information technology and communication",44.62,37.56,51.69
"568","Shortness of breath","Employment sector","Manufacturing or construction",47.24,41.78,52.7
"569","Shortness of breath","Employment sector","Not currently working",48.88,46.24,51.51
"570","Shortness of breath","Employment sector","Other occupation sector",42.41,38.17,46.66
"571","Shortness of breath","Employment sector","Personal services (e.g. hairdressers)",40.91,26.37,55.45
"572","Shortness of breath","Employment sector","Retail sector (including wholesale)",48.38,42.74,54.01
"573","Shortness of breath","Employment sector","Social care",51.23,43.53,58.94
"574","Shortness of breath","Employment sector","Teaching and education",46.42,42.37,50.46
"575","Shortness of breath","Employment sector","Transport (including storage, logistic)",54.82,47.35,62.29
"576","Shortness of breath","Employment sector","Unknown",50.96,48.03,53.9
"577","Skin rash/itch","All people","All people",17.37,16.42,18.33
"578","Skin rash/itch","Employment status","Employed",15.27,14.02,16.51
"579","Skin rash/itch","Employment status","Unemployed",27.69,16.81,38.58
"580","Skin rash/itch","Employment status","Inactive - not looking",26.45,23.13,29.76
"581","Skin rash/itch","Employment status","Inactive - retired",17.39,15.74,19.04
"582","Skin rash/itch","Employment status","Inactive - student",13.92,6.28,21.57
"583","Skin rash/itch","Self-employment status","Employee",15.31,13.96,16.66
"584","Skin rash/itch","Self-employment status","Self-employed",14.99,11.68,18.3
"585","Skin rash/itch","Self-employment status","Not in employment",19.67,18.21,21.12
"586","Skin rash/itch","Employment sector","Arts, Entertainment or Recreation",19.32,11.06,27.57
"587","Skin rash/itch","Employment sector","Civil service or Local Government",15.13,11.41,18.84
"588","Skin rash/itch","Employment sector","Financial services (including insurance)",14.08,9.42,18.75
"589","Skin rash/itch","Employment sector","Health care",20.92,17.19,24.64
"590","Skin rash/itch","Employment sector","Hospitality (e.g. hotel, restaurant)",17,9.64,24.36
"591","Skin rash/itch","Employment sector","Information technology and communication",12.37,7.63,17.1
"592","Skin rash/itch","Employment sector","Manufacturing or construction",13.5,9.8,17.19
"593","Skin rash/itch","Employment sector","Not currently working",18.75,16.72,20.78
"594","Skin rash/itch","Employment sector","Other occupation sector",13.81,10.84,16.79
"595","Skin rash/itch","Employment sector","Retail sector (including wholesale)",19.81,15.39,24.22
"596","Skin rash/itch","Employment sector","Social care",20.37,14.17,26.57
"597","Skin rash/itch","Employment sector","Teaching and education",14.16,11.34,16.99
"598","Skin rash/itch","Employment sector","Transport (including storage, logistic)",16.27,10.66,21.87
"599","Skin rash/itch","Employment sector","Unknown",19.74,17.41,22.07
"600","Sore throat","All people","All people",13.58,12.71,14.45
"601","Sore throat","Employment status","Employed",13.04,11.87,14.21
"602","Sore throat","Employment status","Unemployed",15.38,6.61,24.16
"603","Sore throat","Employment status","Inactive - not looking",23.41,20.25,26.57
"604","Sore throat","Employment status","Inactive - retired",10.94,9.58,12.3
"605","Sore throat","Employment status","Inactive - student",17.72,9.27,26.17
"606","Sore throat","Self-employment status","Employee",13.31,12.04,14.57
"607","Sore throat","Self-employment status","Self-employed",11.41,8.43,14.39
"608","Sore throat","Self-employment status","Not in employment",14.17,12.88,15.45
"609","Sore throat","Employment sector","Arts, Entertainment or Recreation",12.5,5.59,19.41
"610","Sore throat","Employment sector","Civil service or Local Government",11.2,7.93,14.48
"611","Sore throat","Employment sector","Financial services (including insurance)",13.62,9,18.23
"612","Sore throat","Employment sector","Health care",14.38,11.17,17.59
"613","Sore throat","Employment sector","Hospitality (e.g. hotel, restaurant)",17,9.62,24.38
"614","Sore throat","Employment sector","Information technology and communication",11.29,6.73,15.85
"615","Sore throat","Employment sector","Manufacturing or construction",12.27,8.74,15.8
"616","Sore throat","Employment sector","Not currently working",13.9,12.07,15.74
"617","Sore throat","Employment sector","Other occupation sector",11.28,8.55,14.02
"618","Sore throat","Employment sector","Retail sector (including wholesale)",16.23,12.1,20.36
"619","Sore throat","Employment sector","Social care",15.43,9.86,21
"620","Sore throat","Employment sector","Teaching and education",13.48,10.72,16.25
"621","Sore throat","Employment sector","Transport (including storage, logistic)",15.66,10.12,21.2
"622","Sore throat","Employment sector","Unknown",14.3,12.25,16.34
"623","Tinnitus","All people","All people",20.02,19.01,21.03
"624","Tinnitus","Employment status","Employed",17.65,16.32,18.98
"625","Tinnitus","Employment status","Unemployed",24.62,14.14,35.09
"626","Tinnitus","Employment status","Inactive - not looking",29.62,26.19,33.06
"627","Tinnitus","Employment status","Inactive - retired",20.45,18.7,22.2
"628","Tinnitus","Employment status","Inactive - student",16.46,8.25,24.66
"629","Tinnitus","Self-employment status","Employee",17.72,16.29,19.15
"630","Tinnitus","Self-employment status","Self-employed",17.23,13.67,20.78
"631","Tinnitus","Self-employment status","Not in employment",22.6,21.07,24.13
"632","Tinnitus","Employment sector","Arts, Entertainment or Recreation",22.73,14,31.45
"633","Tinnitus","Employment sector","Civil service or Local Government",20.73,16.54,24.91
"634","Tinnitus","Employment sector","Financial services (including insurance)",16.43,11.45,21.41
"635","Tinnitus","Employment sector","Health care",17.65,14.15,21.14
"636","Tinnitus","Employment sector","Hospitality (e.g. hotel, restaurant)",20,12.15,27.85
"637","Tinnitus","Employment sector","Information technology and communication",16.67,11.32,22.01
"638","Tinnitus","Employment sector","Manufacturing or construction",19.94,15.6,24.27
"639","Tinnitus","Employment sector","Not currently working",20.86,18.71,23.01
"640","Tinnitus","Employment sector","Other occupation sector",17.9,14.6,21.2
"641","Tinnitus","Employment sector","Retail sector (including wholesale)",23.7,18.93,28.48
"642","Tinnitus","Employment sector","Social care",19.14,13.08,25.19
"643","Tinnitus","Employment sector","Teaching and education",18.77,15.62,21.93
"644","Tinnitus","Employment sector","Transport (including storage, logistic)",21.69,15.4,27.97
"645","Tinnitus","Employment sector","Unknown",21.75,19.36,24.15
"646","Trouble sleeping","All people","All people",32.11,30.93,33.3
"647","Trouble sleeping","Employment status","Employed",32.48,30.85,34.1
"648","Trouble sleeping","Employment status","Unemployed",32.31,20.97,43.65
"649","Trouble sleeping","Employment status","Inactive - not looking",46.68,42.97,50.38
"650","Trouble sleeping","Employment status","Inactive - retired",26.85,24.91,28.79
"651","Trouble sleeping","Employment status","Inactive - student",29.11,19.02,39.21
"652","Trouble sleeping","Self-employment status","Employee",33.43,31.67,35.19
"653","Trouble sleeping","Self-employment status","Self-employed",26.62,22.46,30.79
"654","Trouble sleeping","Self-employment status","Not in employment",31.72,30.01,33.43
"655","Trouble sleeping","Employment sector","Arts, Entertainment or Recreation",27.27,17.95,36.6
"656","Trouble sleeping","Employment sector","Civil service or Local Government",36.13,31.14,41.13
"657","Trouble sleeping","Employment sector","Financial services (including insurance)",28.17,22.12,34.21
"658","Trouble sleeping","Employment sector","Health care",35.95,31.55,40.35
"659","Trouble sleeping","Employment sector","Hospitality (e.g. hotel, restaurant)",28,19.18,36.82
"660","Trouble sleeping","Employment sector","Information technology and communication",30.65,24.01,37.28
"661","Trouble sleeping","Employment sector","Manufacturing or construction",34.36,29.21,39.5
"662","Trouble sleeping","Employment sector","Not currently working",29.28,26.85,31.71
"663","Trouble sleeping","Employment sector","Other occupation sector",32.49,28.43,36.55
"664","Trouble sleeping","Employment sector","Retail sector (including wholesale)",39.61,34.15,45.07
"665","Trouble sleeping","Employment sector","Social care",32.72,25.48,39.96
"666","Trouble sleeping","Employment sector","Teaching and education",32.42,28.62,36.22
"667","Trouble sleeping","Employment sector","Transport (including storage, logistic)",31.33,24.36,38.29
"668","Trouble sleeping","Employment sector","Unknown",32.11,29.39,34.82
"669","Vertigo or dizziness","All people","All people",18.99,18,19.98
"670","Vertigo or dizziness","Employment status","Employed",16.21,14.92,17.49
"671","Vertigo or dizziness","Employment status","Unemployed",16.92,7.8,26.05
"672","Vertigo or dizziness","Employment status","Inactive - not looking",31.36,27.87,34.85
"673","Vertigo or dizziness","Employment status","Inactive - retired",19.16,17.45,20.86
"674","Vertigo or dizziness","Employment status","Inactive - student",20.25,11.37,29.14
"675","Vertigo or dizziness","Self-employment status","Employee",16.11,14.74,17.49
"676","Vertigo or dizziness","Self-employment status","Self-employed",16.78,13.32,20.24
"677","Vertigo or dizziness","Self-employment status","Not in employment",22.02,20.51,23.54
"678","Vertigo or dizziness","Employment sector","Arts, Entertainment or Recreation",21.59,12.96,30.22
"679","Vertigo or dizziness","Employment sector","Civil service or Local Government",19.33,15.25,23.41
"680","Vertigo or dizziness","Employment sector","Financial services (including insurance)",14.55,9.83,19.28
"681","Vertigo or dizziness","Employment sector","Health care",21.79,18.01,25.56
"682","Vertigo or dizziness","Employment sector","Hospitality (e.g. hotel, restaurant)",19,11.3,26.7
"683","Vertigo or dizziness","Employment sector","Information technology and communication",13.98,8.97,18.98
"684","Vertigo or dizziness","Employment sector","Manufacturing or construction",12.88,9.26,16.51
"685","Vertigo or dizziness","Employment sector","Not currently working",20.15,18.04,22.27
"686","Vertigo or dizziness","Employment sector","Other occupation sector",15.56,12.42,18.71
"687","Vertigo or dizziness","Employment sector","Retail sector (including wholesale)",21.75,17.16,26.35
"688","Vertigo or dizziness","Employment sector","Social care",15.43,9.87,21
"689","Vertigo or dizziness","Employment sector","Teaching and education",16.21,13.22,19.2
"690","Vertigo or dizziness","Employment sector","Transport (including storage, logistic)",12.65,7.59,17.71
"691","Vertigo or dizziness","Employment sector","Unknown",23.33,20.85,25.81
"692","Weakness or tiredness","All people","All people",60.37,59.13,61.61
"693","Weakness or tiredness","Employment status","Employed",57.3,55.58,59.03
"694","Weakness or tiredness","Employment status","Unemployed",60,48.1,71.9
"695","Weakness or tiredness","Employment status","Inactive - not looking",72.98,69.66,76.29
"696","Weakness or tiredness","Employment status","Inactive - retired",61.11,59,63.22
"697","Weakness or tiredness","Employment status","Inactive - student",54.43,43.35,65.51
"698","Weakness or tiredness","Self-employment status","Employee",56.94,55.09,58.8
"699","Weakness or tiredness","Self-employment status","Self-employed",59.51,54.94,64.07
"700","Weakness or tiredness","Self-employment status","Not in employment",63.71,61.95,65.46
"701","Weakness or tiredness","Employment sector","Arts, Entertainment or Recreation",59.09,48.82,69.36
"702","Weakness or tiredness","Employment sector","Civil service or Local Government",63.87,58.87,68.87
"703","Weakness or tiredness","Employment sector","Financial services (including insurance)",53.52,46.82,60.22
"704","Weakness or tiredness","Employment sector","Food production, agriculture, farming",63.04,48.93,77.16
"705","Weakness or tiredness","Employment sector","Health care",62.09,57.67,66.51
"706","Weakness or tiredness","Employment sector","Hospitality (e.g. hotel, restaurant)",53,43.18,62.82
"707","Weakness or tiredness","Employment sector","Information technology and communication",49.46,42.21,56.72
"708","Weakness or tiredness","Employment sector","Manufacturing or construction",57.36,52,62.72
"709","Weakness or tiredness","Employment sector","Not currently working",61.87,59.3,64.43
"710","Weakness or tiredness","Employment sector","Other occupation sector",56.61,52.35,60.88
"711","Weakness or tiredness","Employment sector","Personal services (e.g. hairdressers)",54.55,39.83,69.26
"712","Weakness or tiredness","Employment sector","Retail sector (including wholesale)",60.06,54.53,65.6
"713","Weakness or tiredness","Employment sector","Social care",61.11,53.6,68.62
"714","Weakness or tiredness","Employment sector","Teaching and education",57.51,53.48,61.54
"715","Weakness or tiredness","Employment sector","Transport (including storage, logistic)",60.24,52.87,67.61
"716","Weakness or tiredness","Employment sector","Unknown",64.65,61.88,67.41
"717","Worry or anxiety","All people","All people",29.09,27.94,30.24
"718","Worry or anxiety","Employment status","Employed",29.97,28.37,31.57
"719","Worry or anxiety","Employment status","Unemployed",29.23,18.17,40.29
"720","Worry or anxiety","Employment status","Inactive - not looking",46.82,43.11,50.54
"721","Worry or anxiety","Employment status","Inactive - retired",21.64,19.85,23.44
"722","Worry or anxiety","Employment status","Inactive - student",35.44,24.82,46.07
"723","Worry or anxiety","Self-employment status","Employee",31.32,29.57,33.06
"724","Worry or anxiety","Self-employment status","Self-employed",21.7,17.89,25.51
"725","Worry or anxiety","Self-employment status","Not in employment",28.13,26.49,29.78
"726","Worry or anxiety","Employment sector","Arts, Entertainment or Recreation",32.95,23.11,42.8
"727","Worry or anxiety","Employment sector","Civil service or Local Government",32.21,27.35,37.07
"728","Worry or anxiety","Employment sector","Financial services (including insurance)",23.47,17.79,29.16
"729","Worry or anxiety","Employment sector","Health care",37.25,32.8,41.71
"730","Worry or anxiety","Employment sector","Hospitality (e.g. hotel, restaurant)",33,23.78,42.22
"731","Worry or anxiety","Employment sector","Information technology and communication",26.88,20.42,33.34
"732","Worry or anxiety","Employment sector","Manufacturing or construction",23.93,19.23,28.62
"733","Worry or anxiety","Employment sector","Not currently working",26.9,24.54,29.25
"734","Worry or anxiety","Employment sector","Other occupation sector",28.99,25.09,32.88
"735","Worry or anxiety","Employment sector","Retail sector (including wholesale)",36.04,30.56,41.51
"736","Worry or anxiety","Employment sector","Social care",29.63,22.59,36.67
"737","Worry or anxiety","Employment sector","Teaching and education",29.86,26.13,33.6
"738","Worry or anxiety","Employment sector","Transport (including storage, logistic)",27.71,20.87,34.55
"739","Worry or anxiety","Employment sector","Unknown",27.81,25.18,30.43
