id,name,author,title,description,url,publishedAt,content,topic,all_text
bbc-news,BBC News,Rob Sissons & Dan Martin,Fitness fanatic GP struggling with long Covid,Dr Ed Allen says the condition has severely affected him both physically and psychologically.,https://www.bbc.co.uk/news/uk-england-leicestershire-67546653,2023-11-28T16:04:26Z,"Ed Allen says the 15 months he has spent struggling with the severe impact of long Covid have been ""the greatest challenge of his life"". 
The 32-year-old GP was a fitness fanatic before he fell ill … [+3631 chars]",1,fitness fanatic gp struggling with long covid dr ed allen says the condition has severely affected him both physically and psychologically ed allen says the 15 months he has spent struggling with the severe impact of long covid have been the greatest challenge of his life the 32yearold gp was a fitness fanatic before he fell ill
cnn,CNN,Andrea Kane,Five tips for living with long Covid | CNN,"More than three years after the outset of the Covid-19 pandemic, many long Covid patients are still experiencing brain fog, extreme fatigue and other health issues, leaving some unable to complete the most basic daily tasks. Here are five ways long Covid pati…",https://www.cnn.com/2023/11/09/health/long-covid-coping-tips-wellness/index.html,2023-11-09T13:03:20Z,Editors note: Season 8 of the podcast Chasing Life with Dr. Sanjay Gupta gets back to basics with an in-depth examination of the brain in different states. Each episode will focus on one of those sta… [+7081 chars],1,five tips for living with long covid cnn more than three years after the outset of the covid19 pandemic many long covid patients are still experiencing brain fog extreme fatigue and other health issues leaving some unable to complete the most basic daily tasks here are five ways long covid pati editors note season of the podcast chasing life with dr sanjay gupta gets back to basics with an indepth examination of the brain in different states each episode will focus on one of those
abc-news-au,ABC News (AU),James Carmody,"Mask mandates, sick leave, booster shots: The key questions about WA's eighth COVID wave",Is the mask mandate coming back? Are there new booster shots? When can I go back to work? Everything you need to know if you get COVID-19.,https://www.abc.net.au/news/2023-11-21/covid-19-corornavirus-wa-eighth-covid-wave/103131254,2023-11-21T05:39:53Z,"With an eighth wave of coronavirus circulating in Western Australia in recent weeks, many people are being infected with the virus again.
Unlike in years gone by when WA was in ""state of emergency"" … [+4590 chars]",1,mask mandates sick leave booster shots the key questions about was eighth covid wave is the mask mandate coming back are there new booster shots when can i go back to work everything you need to know if you get covid19 with an eighth wave of coronavirus circulating in western australia in recent weeks many people are being infected with the virus again unlike in years gone by when wa was in state of emergency
abc-news-au,ABC News (AU),Paige Cockburn,The new and improved COVID-19 vaccines will be available by Christmas. So who should get one?,We're in the grips of a surging COVID-19 wave but there's some good news — the new monovalent COVID-19 vaccines by Pfizer and Moderna will be up for grabs from December 11.,https://www.abc.net.au/news/health/2023-11-21/covid-vaccines-monovalent-pfizer-moderna-atagi-omicron-xbb-1-5/103129806,2023-11-21T03:36:01Z,"If you were hoping for an early Christmas present, you might just be in luck: the federal government has announced updated COVID-19 vaccines will be available from December 11.
Key points:
<ul><li>… [+6939 chars]",1,the new and improved covid19 vaccines will be available by christmas so who should get one were in the grips of a surging covid19 wave but theres some good news the new monovalent covid19 vaccines by pfizer and moderna will be up for grabs from december 11 if you were hoping for an early christmas present you might just be in luck the federal government has announced updated covid19 vaccines will be available from december 11 key points
abc-news-au,ABC News (AU),ABC News,Victoria is seeing a COVID surge — what will Australia's summer look like?,Victoria began its eighth wave of COVID-19 a few weeks ahead of the rest of the nation. Here's what you need to know ahead of Christmas.,https://www.abc.net.au/news/2023-12-01/covid-victoria-australia-summer-cases-infections-rat-test/103151848,2023-11-30T23:19:44Z,"Quick read
<ul><li>In short: With socialising set to rise during the festive season, experts say it's a good idea to get a booster if you are eligible.</li><li>Rapid antigen tests remain effective a… [+9309 chars]",1,victoria is seeing a covid surge what will australias summer look like victoria began its eighth wave of covid19 a few weeks ahead of the rest of the nation heres what you need to know ahead of christmas quick read ulliin short with socialising set to rise during the festive season experts say its a good idea to get a booster if you are eligiblelilirapid antigen tests remain effective
fox-news,Fox News,Melissa Rudy,"COVID lockdowns increased ADHD risk among 10-year-old children, new study finds","A new study has determined that 10-year-old kids who already had a genetic risk of developing ADHD saw a “significant increase"" in diagnoses after COVID lockdowns.",https://www.foxnews.com/health/covid-lockdowns-increased-adhd-risk-10-year-old-children-study-finds,2023-11-09T09:30:37Z,"The COVID-19 lockdowns
 had a widespread impact on children's mental health, many studies have shown and now new research highlights how those lockdowns impacted ADHD diagnoses in 10-year-old childr… [+4844 chars]",1,covid lockdowns increased adhd risk among 10yearold children new study finds a new study has determined that 10yearold kids who already had a genetic risk of developing adhd saw a significant increase in diagnoses after covid lockdowns the covid19 lockdowns had a widespread impact on childrens mental health many studies have shown and now new research highlights how those lockdowns impacted adhd diagnoses in 10yearold
cnn,CNN,,"Dr. Tom Frieden: Covid-19 is still around, and so are these misconceptions | CNN","Covid-19 hasn’t gone away, and it won’t any time soon. It’s now part of the landscape of health threats. Although the coronavirus continues to kill and cause lasting damage, our immunity, vaccines and treatments have tamed the pandemic.",https://www.cnn.com/2023/11/09/health/tom-frieden-covid-19-misconceptions/index.html,2023-11-09T13:43:31Z,"Editors note: Dr. Tom Frieden was director of the US Centers for Disease Control and Prevention from 2009 to 2017, where he oversaw responses to the H1N1 influenza, Ebola and Zika epidemics. He is pr… [+8217 chars]",1,dr tom frieden covid19 is still around and so are these misconceptions cnn covid19 hasnt gone away and it wont any time soon its now part of the landscape of health threats although the coronavirus continues to kill and cause lasting damage our immunity vaccines and treatments have tamed the pandemic editors note dr tom frieden was director of the us centers for disease control and prevention from 2009 to 2017 where he oversaw responses to the h1n1 influenza ebola and zika epidemics he is
bbc-news,BBC News,Youri Benadjaoud,Global measles cases rose 18% in 2022 amid low vaccination rates: Report,"Domestic measles cases surged in 2019, with an estimated 1,274 people sick in at least 31 states -- the greatest number of cases reported since 1992, the CDC says.",https://abcnews.go.com/Health/global-measles-cases-rose-18-percent-2022-low-vaccination-rates/story?id=104942082,2023-11-16T18:01:40Z,"Global cases of measles increased by 18% from 2021 to 2022, following a drop in vaccinations over the past few years, according to a new report Thursday from the World Health Organization and Centers… [+3034 chars]",2,global measles cases rose 18 in 2022 amid low vaccination rates report domestic measles cases surged in 2019 with an estimated 1274 people sick in at least 31 states the greatest number of cases reported since 1992 the cdc says global cases of measles increased by 18 from 2021 to 2022 following a drop in vaccinations over the past few years according to a new report thursday from the world health organization and
,[Removed],Mary Kekatos,Idaho is lagging behind rest of the US in routine childhood vaccinations. Here's why,A recent CDC report found Idaho is lagging behind the rest of the U.S. when it comes to routine childhood vaccinations. Experts reveal why that may be the case.,https://abcnews.go.com/Health/idaho-lagging-rest-us-routine-childhood-vaccinations/story?id=104952637,2023-11-17T10:47:24Z,"When a recent federal report published last week showed routine childhood vaccination rates had fallen among kindergartners for the 2022-23 school year, public health experts were disheartened to see… [+5696 chars]",2,idaho is lagging behind rest of the us in routine childhood vaccinations heres why a recent cdc report found idaho is lagging behind the rest of the us when it comes to routine childhood vaccinations experts reveal why that may be the case when a recent federal report published last week showed routine childhood vaccination rates had fallen among kindergartners for the 202223 school year public health experts were disheartened to
abc-news-au,ABC News (AU),Dr. Jade Cobern,"Scarce supplies, disease outbreaks threaten thousands of lives in Gaza: Experts","The conflict in Gaza between Israel and Hamas has led to scarce access to food, water, sanitation and medical supplies.",https://abcnews.go.com/International/amid-israel-hamas-war-scarce-supplies-disease-outbreaks/story?id=104985488,2023-11-18T14:35:48Z,"The conflict in Gaza between Israel and Hamas has led to scarce access to food, water, sanitation and medical supplies in overcrowded shelters and facilities that are housing hundreds of thousands of… [+4612 chars]",2,scarce supplies disease outbreaks threaten thousands of lives in gaza experts the conflict in gaza between israel and hamas has led to scarce access to food water sanitation and medical supplies the conflict in gaza between israel and hamas has led to scarce access to food water sanitation and medical supplies in overcrowded shelters and facilities that are housing hundreds of thousands
time,Time,Areesha Lodhi,How bad is Gaza’s disease outbreak amid the Israel war?,Diarrhoea and respiratory infections are some of the leading infectious diseases affecting the besieged enclave.,https://www.aljazeera.com/news/2023/11/10/how-bad-is-gazas-disease-outbreak-amid-the-israel-war,2023-11-10T09:48:01Z,"As thousands of Palestinians try to find space in Gazas shelters or move south for safety from Israeli bombardment, infectious diseases are sweeping across the besieged enclave, according to a World … [+5327 chars]",2,how bad is gazas disease outbreak amid the israel war diarrhoea and respiratory infections are some of the leading infectious diseases affecting the besieged enclave as thousands of palestinians try to find space in gazas shelters or move south for safety from israeli bombardment infectious diseases are sweeping across the besieged enclave according to a world
time,Time,https://www.facebook.com/bbcnews,"In Gaza, fleeing refugees face hunger and disease: 'We are in the Dark Ages’",Hundreds of thousands who fled bombs are now washing in polluted seawater and sleeping in packed tents.,https://www.bbc.co.uk/news/world-middle-east-67391335,2023-11-12T10:00:32Z,"Washing in polluted seawater, sleeping in packed tents, eating what little bread they can find, or on some days none at all. In southern Gaza, hundreds of thousands of refugees are in the midst of a … [+8718 chars]",2,in gaza fleeing refugees face hunger and disease we are in the dark ages hundreds of thousands who fled bombs are now washing in polluted seawater and sleeping in packed tents washing in polluted seawater sleeping in packed tents eating what little bread they can find or on some days none at all in southern gaza hundreds of thousands of refugees are in the midst of a
bbc-news,BBC News,"Marium Ali, Alia Chughtai","More than a month without water, food and healthcare in Gaza","The United Nations says the enclave's health, sanitation, water and food services are nearing the 'breaking point'.",https://www.aljazeera.com/news/2023/11/7/one-month-of-no-water-food-and-healthcare-for-gaza,2023-11-07T19:59:40Z,"Israels intense bombardment of the Gaza Strip, one of the worlds most densely populated areas, has caused the deaths of 10,328 Palestinians, including 4,237 children, since the war started on October… [+6220 chars]",2,more than a month without water food and healthcare in gaza the united nations says the enclaves health sanitation water and food services are nearing the breaking point israels intense bombardment of the gaza strip one of the worlds most densely populated areas has caused the deaths of 10328 palestinians including 4237 children since the war started on
abc-news-au,ABC News (AU),"Federica Marsi, Ruwaida Amer","Diseases spread in Gaza amid water and sewage crisis, cholera feared","Gastrointestinal diseases, and respiratory and skin infections are rising, UN agencies say.",https://www.aljazeera.com/news/2023/11/19/diseases-spread-in-gaza-amid-water-and-sewage-crisis-cholera-feared,2023-11-19T11:52:06Z,"Khan Younis, Gaza Sewage flows in the streets of Gaza as all key sanitation services have ceased operating, raising the alarming prospect of an enormous surge of gastrointestinal and infectious disea… [+6830 chars]",2,diseases spread in gaza amid water and sewage crisis cholera feared gastrointestinal diseases and respiratory and skin infections are rising un agencies say khan younis gaza sewage flows in the streets of gaza as all key sanitation services have ceased operating raising the alarming prospect of an enormous surge of gastrointestinal and infectious
medical-news-today,Medical News Today,,Mark Sedwill apologises for chickenpox party remarks during Covid,Dominic Cummings previously said Sedwill made the comments in a meeting early in pandemic.,https://www.bbc.co.uk/news/av/uk-politics-67359117,2023-11-08T13:44:42Z,"Mark Sedwill has apologised for remarks where he suggested that chickenpox-style parties could be held for Covid early in the pandemic. 
The former cabinet secretary and head of the civil service to… [+330 chars]",2,mark sedwill apologises for chickenpox party remarks during covid dominic cummings previously said sedwill made the comments in a meeting early in pandemic mark sedwill has apologised for remarks where he suggested that chickenpoxstyle parties could be held for covid early in the pandemic the former cabinet secretary and head of the civil service
national-geographic,National Geographic,Ghada Ageel,An SOS call from Gaza,Israel's war on Gaza is paving the way for a new world order in which no civilian can find true safety.,https://www.aljazeera.com/opinions/2023/11/15/an-sos-call-from-gaza,2023-11-15T14:39:50Z,"On the morning of Sunday, November 12, I received a plea, an SOS, from my dear friend Shireen, a Christian Palestinian in Bethlehem. Ghada, do you know any institutions in Gaza, other than the Red Cr… [+8227 chars]",2,an sos call from gaza israels war on gaza is paving the way for a new world order in which no civilian can find true safety on the morning of sunday november 12 i received a plea an sos from my dear friend shireen a christian palestinian in bethlehem ghada do you know any institutions in gaza other than the red
,[Removed],Sara Moniuszko,"Vaccination exemptions among kindergartners at record high, CDC reports","Vaccination exemptions among kindergarten children during the 2022-23 school year increased to 3% — the highest exemption rate ever reported in the United States, the CDC says.",https://www.cbsnews.com/news/school-vaccination-exemptions-record-kindergartners-cdc/,2023-11-09T18:07:00Z,"A record number of American kindergarten students started school last year with an exemption from one of the key vaccines health authorities require, according to new data from the Centers for Diseas… [+2033 chars]",2,vaccination exemptions among kindergartners at record high cdc reports vaccination exemptions among kindergarten children during the 202223 school year increased to the highest exemption rate ever reported in the united states the cdc says a record number of american kindergarten students started school last year with an exemption from one of the key vaccines health authorities require according to new data from the centers for
nbc-news,NBC News,Erika Edwards,CDC reports highest childhood vaccine exemption rate ever in the U.S.,"A new CDC report finds that routine childhood vaccination exemptions reached an all-time high, leaving hundreds of thousands of  kids at risk of preventable diseases.",https://www.nbcnews.com/health/health-news/cdc-reports-highest-childhood-vaccine-exemption-rate-ever-rcna124363,2023-11-09T18:57:48Z,"The number of kids whose caregivers are opting them out of routine childhood vaccines has reached an all-time high, the Centers for Disease Control and Prevention reported Thursday, potentially leavi… [+3768 chars]",2,cdc reports highest childhood vaccine exemption rate ever in the us a new cdc report finds that routine childhood vaccination exemptions reached an alltime high leaving hundreds of thousands of kids at risk of preventable diseases the number of kids whose caregivers are opting them out of routine childhood vaccines has reached an alltime high the centers for disease control and prevention reported thursday potentially
the-times-of-india,The Times of India,Erika Edwards,Disease runs rampant in Gaza as clean water runs out,Gastrointestinal illnesses are rising sharply in Gaza as fresh water runs. Poor sanitation poses a serious threat to health. Cases of chickenpox and scabies are also rising.,https://www.nbcnews.com/health/health-news/disease-runs-rampant-gaza-clean-water-runs-rcna125091,2023-11-15T20:26:55Z,"Other illnesses have also begun to ramp up in overcrowded shelters full of people who have had to flee their homes.
On Wednesday, the WHO said there had been approximately 72,000 cases of acute resp… [+732 chars]",2,disease runs rampant in gaza as clean water runs out gastrointestinal illnesses are rising sharply in gaza as fresh water runs poor sanitation poses a serious threat to health cases of chickenpox and scabies are also rising other illnesses have also begun to ramp up in overcrowded shelters full of people who have had to flee their homes on wednesday the who said there had been approximately 72000 cases of acute
nbc-news,NBC News,https://www.facebook.com/bbcnews,"Give toddlers chickenpox jab, advisers tell NHS","All children in UK should be protected against the virus at 12 and 18 months of age, advisers tell NHS.",https://www.bbc.co.uk/news/health-67414983,2023-11-14T10:44:36Z,"All children in UK should be given a chickenpox vaccine at 12 and 18 months of age, advisers tell NHS.
It will now be up to the government to take a final decision on whether to implement the recomm… [+1269 chars]",2,give toddlers chickenpox jab advisers tell nhs all children in uk should be protected against the virus at 12 and 18 months of age advisers tell nhs all children in uk should be given a chickenpox vaccine at 12 and 18 months of age advisers tell nhs it will now be up to the government to take a final decision on whether to implement the
abc-news-au,ABC News (AU),The Associated Press,"UK experts recommend chickenpox shot for kids for the first time, decades after other countries","An expert scientific committee advising the British government recommended for the first time Tuesday that children should be immunized with the chickenpox vaccine — decades after the shots were made widely available in other countries, including the U...",https://abcnews.go.com/Health/wireStory/uk-experts-recommend-chickenpox-shot-kids-time-decades-104871947,2023-11-14T12:14:59Z,LONDON -- An expert scientific committee advising the British government recommended for the first time Tuesday that children should be immunized with the chickenpox vaccine decades after the shots w… [+2109 chars],2,uk experts recommend chickenpox shot for kids for the first time decades after other countries an expert scientific committee advising the british government recommended for the first time tuesday that children should be immunized with the chickenpox vaccine decades after the shots were made widely available in other countries including the london an expert scientific committee advising the british government recommended for the first time tuesday that children should be immunized with the chickenpox vaccine decades after the shots
abc-news-au,ABC News (AU),https://www.facebook.com/bbcnews,Boris Johnson urged to to remove Matt Hancock by top official,Lord Sedwill told the Covid inquiry there had been a loss of confidence in the former health secretary.,https://www.bbc.co.uk/news/uk-politics-67360460,2023-11-08T17:26:56Z,"Media caption, Watch: Mark Sedwill apologises for chickenpox party remarks during Covid
The UK's top official during the first part of the Covid pandemic has said he urged Boris Johnson to remove Ma… [+3609 chars]",2,boris johnson urged to to remove matt hancock by top official lord sedwill told the covid inquiry there had been a loss of confidence in the former health secretary media caption watch mark sedwill apologises for chickenpox party remarks during covid the uks top official during the first part of the covid pandemic has said he urged boris johnson to remove
the-times-of-india,The Times of India,MIKE STOBBE AP medical writer,U.S. childhood vaccination exemptions reach their highest level ever,The proportion of U.S. kindergartners exempted from school attendance vaccination requirements has hit its highest level ever,https://abcnews.go.com/Health/wireStory/us-childhood-vaccination-exemptions-reach-highest-level-104764464,2023-11-09T18:14:33Z,"NEW YORK -- The proportion of U.S. kindergartners exempted from school vaccination requirements has hit its highest level ever, 3%, U.S. health officials said Thursday.
More parents are questioning … [+4085 chars]",2,us childhood vaccination exemptions reach their highest level ever the proportion of us kindergartners exempted from school attendance vaccination requirements has hit its highest level ever new york the proportion of us kindergartners exempted from school vaccination requirements has hit its highest level ever us health officials said thursday more parents are questioning
abc-news-au,ABC News (AU),Melissa Rudy,"Childhood vaccinations are at an all-time low, the CDC reveals","Children’s rates of immunization for the four state-required childhood vaccines are at an all-time low, according to a Thursday report from the Centers for Disease Control and Prevention.",https://www.foxnews.com/health/childhood-vaccinations-are-an-all-time-low-cdc-reveals,2023-11-10T21:16:07Z,"Childrens rates of vaccination
 in this country are at a record low, according to a Thursday report from the Centers for Disease Control and Prevention (CDC).
The report disclosed the number of Ame… [+2191 chars]",2,childhood vaccinations are at an alltime low the cdc reveals childrens rates of immunization for the four staterequired childhood vaccines are at an alltime low according to a thursday report from the centers for disease control and prevention childrens rates of vaccination in this country are at a record low according to a thursday report from the centers for disease control and prevention cdc the report disclosed the number of
techcrunch,TechCrunch,NBC News and Mithil Aggarwal and Yuliya Talmazan and Doha Madani,IDF raids Al-Shifa hospital in Gaza,Follow NBC News' coverage for live updates about the Israel-Hamas war: The IDF raids Al-Shifa hospital in Gaza and fuel will be allowed in to the Palestinian enclave.,https://www.nbcnews.com/news/world/blog/israel-hamas-war-live-updates-rcna125258,2023-11-16T02:49:04Z,"TEL AVIV  The war is reshaping the economies and labor forces of the region.
Since the war began, at least 18 percent of the Israeli workforce is off the job, according to the Israel Ministry of Lab… [+33312 chars]",2,idf raids alshifa hospital in gaza follow nbc news coverage for live updates about the israelhamas war the idf raids alshifa hospital in gaza and fuel will be allowed in to the palestinian enclave tel aviv the war is reshaping the economies and labor forces of the region since the war began at least 18 percent of the israeli workforce is off the job according to the israel ministry of
abc-news-au,ABC News (AU),Associated Press,"US sees alarming rise in childhood vaccine exemptions, health officials say","The U.S. is seeing an influx in children being exempt from school vaccination requirements, health officials say. The rise in exemptions is primarily due to nonmedical reasons.",https://www.foxnews.com/us/us-sees-alarming-rise-childhood-vaccine-exemptions-health-officials-say,2023-11-10T12:02:33Z,"The proportion of U.S. kindergartners exempted from school vaccination requirements has hit its highest level ever, 3%, U.S. health officials said Thursday.
More parents are questioning routine chil… [+4197 chars]",2,us sees alarming rise in childhood vaccine exemptions health officials say the us is seeing an influx in children being exempt from school vaccination requirements health officials say the rise in exemptions is primarily due to nonmedical reasons the proportion of us kindergartners exempted from school vaccination requirements has hit its highest level ever us health officials said thursday more parents are questioning routine
abc-news-au,ABC News (AU),Mary Kekatos,Routine childhood vaccination rates among kindergartners lower than pre-pandemic levels: CDC,Routine childhood vaccination rates among kindergartners lower than pre-pandemic levels: CDCgo.com,https://abcnews.go.com/Health/routine-childhood-vaccination-rates-kindergartners-lower-pre-pandemic/story?id=104753746,2023-11-09T18:25:45Z,"Vaccination rates among U.S. kindergartners for routine childhood shots have still not returned to pre-pandemic levels, according to new federal data published Thursday.
Researchers from the Centers… [+4333 chars]",2,routine childhood vaccination rates among kindergartners lower than prepandemic levels cdc routine childhood vaccination rates among kindergartners lower than prepandemic levels cdcgocom vaccination rates among us kindergartners for routine childhood shots have still not returned to prepandemic levels according to new federal data published thursday researchers from the
national-geographic,National Geographic,Amanda Musa,Exemptions for required vaccines for US kindergarteners reach record high | CNN,"Fewer kindergartners are getting state-required vaccinations for measles and other diseases as the rate of non-medical vaccine exemptions increases to the highest rate ever reported in the United States, according to new data published Thursday in the US Cent…",https://www.cnn.com/2023/11/09/health/kindergarten-vaccine-exemptions/index.html,2023-11-09T21:53:01Z,"The percentage of kindergartners who received their state-required vaccines for measles remained below the federal target last school year, and the rate of vaccine exemptions for children reached the… [+4816 chars]",2,exemptions for required vaccines for us kindergarteners reach record high cnn fewer kindergartners are getting staterequired vaccinations for measles and other diseases as the rate of nonmedical vaccine exemptions increases to the highest rate ever reported in the united states according to new data published thursday in the us cent the percentage of kindergartners who received their staterequired vaccines for measles remained below the federal target last school year and the rate of vaccine exemptions for children reached
national-geographic,National Geographic,Jacqueline Howard,"In Gaza, disease could be even deadlier than airstrikes, WHO says | CNN","As the Israel-Hamas conflict continues, there’s growing concern about how the situation may raise the risk of disease and illness in Gaza.",https://www.cnn.com/2023/12/04/health/gaza-illness-disease/index.html,2023-12-04T11:37:44Z,"As the Israel-Hamas conflict continues, theres growing concern about how the situation may raise the risk of disease and illness in Gaza.
There could be more deaths in Gaza from disease and a broken… [+6482 chars]",2,in gaza disease could be even deadlier than airstrikes who says cnn as the israelhamas conflict continues theres growing concern about how the situation may raise the risk of disease and illness in gaza as the israelhamas conflict continues theres growing concern about how the situation may raise the risk of disease and illness in gaza there could be more deaths in gaza from disease and a
newsweek,Newsweek,"Ed Power, Mimi Murray, Emer Roche","‘Christmas can be chaos but in the loveliest way’: Festive and funny tales with Thalia Heffernan, Katja Mia, Killian Sundermann and more","In this year’s fashion shoot, some well-known faces including friends, family members and couples share their most cherished memories, and long-standing traditions",https://www.irishtimes.com/life-style/fashion/2023/11/23/christmas-can-be-chaos-but-in-the-loveliest-way-festive-and-funny-tales-with-thalia-heffernan-katja-mia-killian-sundermann-and-more/,2023-11-23T06:02:00Z,"Friends Thalia Heffernan and Erica Cody
Best friends, Irish model Thalia Heffernan and musician Erica Cody met in 2018 through a mutual friend, over a boozy lunch and have never looked back. They sh… [+30683 chars]",2,christmas can be chaos but in the loveliest way festive and funny tales with thalia heffernan katja mia killian sundermann and more in this years fashion shoot some wellknown faces including friends family members and couples share their most cherished memories and longstanding traditions friends thalia heffernan and erica cody best friends irish model thalia heffernan and musician erica cody met in 2018 through a mutual friend over a boozy lunch and have never looked back they
bbc-news,BBC News,https://www.facebook.com/bbcnews,Bird flu kills hundreds of flamingos in Argentina,Locals have been warned not to touch the dead birds as the avian influenza virus can spread to humans.,https://www.bbc.co.uk/news/world-latin-america-67509697,2023-11-27T17:00:59Z,"An outbreak of bird flu has killed 220 flamingos in north-western Argentina, officials have confirmed.
The dead birds are of the James's flamingo species (Phoenicoparrus jamesi), which lives at high… [+1129 chars]",3,bird flu kills hundreds of flamingos in argentina locals have been warned not to touch the dead birds as the avian influenza virus can spread to humans an outbreak of bird flu has killed 220 flamingos in northwestern argentina officials have confirmed the dead birds are of the jamess flamingo species phoenicoparrus jamesi which lives at
,[Removed],Maryn McKenna,The Long Quest for a Universal Flu Vaccine Finally Takes Its First Steps,The search for a shot that could protect us against many strains—and maybe a pandemic—is notching achievements at last. But the flu’s endless mutation and our own biology stand in the way.,https://www.wired.com/story/the-long-quest-for-a-universal-flu-vaccine-finally-takes-its-first-steps/,2023-11-10T12:00:00Z,"To work better than current formulas, a superior vaccine would need to anticipate the genetic drift of mutation and protect against more strains than circulate in a single season, plus confer protect… [+2701 chars]",3,the long quest for a universal flu vaccine finally takes its first steps the search for a shot that could protect us against many strainsand maybe a pandemicis notching achievements at last but the flus endless mutation and our own biology stand in the way to work better than current formulas a superior vaccine would need to anticipate the genetic drift of mutation and protect against more strains than circulate in a single season plus confer
abc-news-au,ABC News (AU),https://www.facebook.com/bbcnews,WHO seeks China data on 'pneumonia clusters' in children,The UN agency wants data on an outbreak reported by the media and disease monitoring systems.,https://www.bbc.co.uk/news/world-asia-china-67505218,2023-11-23T05:54:52Z,"The World Health Organization (WHO) has asked China for more information on ""clusters of undiagnosed pneumonia"" reportedly spreading amongst children in the north of the country.
Non-state media rep… [+1445 chars]",3,who seeks china data on pneumonia clusters in children the un agency wants data on an outbreak reported by the media and disease monitoring systems the world health organization who has asked china for more information on clusters of undiagnosed pneumonia reportedly spreading amongst children in the north of the country nonstate media
time,Time,Beth Mole,"“Mystery” pneumonia in China is mix of common respiratory germs, WHO says","Reports caused alarm, but experts say it looks like a post-COVID germ comeback.",https://arstechnica.com/health/2023/11/chinas-mystery-outbreak-likely-a-post-covid-surge-of-common-winter-germs/,2023-11-27T23:03:28Z,"Enlarge/ Parents with children who are suffering from respiratory diseases are lining up at a children's hospital in Chongqing, China, on November 23, 2023.
10 with 
Last week, news stories and a p… [+5150 chars]",3,mystery pneumonia in china is mix of common respiratory germs who says reports caused alarm but experts say it looks like a postcovid germ comeback enlarge parents with children who are suffering from respiratory diseases are lining up at a childrens hospital in chongqing china on november 23 2023 10 with last week news stories and a
new-scientist,New Scientist,Nathan Rennolds,WHO questions China about a mystery illness linked to pneumonia as hospitals fill with sick children,"Beijing has said that there were no new or unusual pathogens causing the illnesses, the South China Morning Post reported.",https://www.businessinsider.com/who-requests-data-china-mystery-illness-affecting-children-2023-11,2023-11-25T12:07:21Z,"Beijing, China.Martin Puddy/Getty Images
<ul><li>The World Health Organization has requested more information from China about an illness affecting children.</li><li>Chinese authorities reported an … [+2633 chars]",3,who questions china about a mystery illness linked to pneumonia as hospitals fill with sick children beijing has said that there were no new or unusual pathogens causing the illnesses the south china morning post reported beijing chinamartin puddygetty images ullithe world health organization has requested more information from china about an illness affecting childrenlilichinese authorities reported an
cbc-news,CBC News,Armani Syed,Slang Term ‘Rizz’ Is the Oxford University Press Word of the Year,"'Rizz,' slang derived from charisma, is defined as “style, charm, or attractiveness; the ability to attract a romantic or sexual partner.""",https://time.com/6342308/rizz-oxford-university-press-word-of-the-year/,2023-12-04T16:31:25Z,"The contrast between the prestigious Oxford University Press (OUP) and its selection of Gen Z slang word rizz as its word of the year is nothing short of comedic. 
The terman abbreviation of charism… [+2699 chars]",3,slang term rizz is the oxford university press word of the year rizz slang derived from charisma is defined as style charm or attractiveness the ability to attract a romantic or sexual partner the contrast between the prestigious oxford university press oup and its selection of gen slang word rizz as its word of the year is nothing short of comedic the terman abbreviation of
time,Time,https://www.facebook.com/bbcnews,Pope Francis cancels COP28 visit due to illness,"The Pope, 86, was due to begin a three-day visit to Dubai on Friday but has lung inflammation.",https://www.bbc.co.uk/news/world-europe-67561331,2023-11-28T20:29:09Z,"Pope Francis has cancelled his trip to the COP28 climate summit in Dubai due to influenza and lung inflammation, the Vatican said.
The Pope, 86, was due to begin a three-day visit on Friday.
Earlie… [+1764 chars]",3,pope francis cancels cop28 visit due to illness the pope 86 was due to begin a threeday visit to dubai on friday but has lung inflammation pope francis has cancelled his trip to the cop28 climate summit in dubai due to influenza and lung inflammation the vatican said the pope 86 was due to begin a threeday visit on friday
bbc-news,BBC News,Bloomberg News,Could China’s Child Pneumonia Outbreak Spread? All You Need to Know,"For those outside China, the reports of respiratory-illness outbreaks have brought back memories of the early days of the COVID pandemic. But unlike COVID, mycoplasma is a well-known and common germ that tends to cause fresh outbreaks every few years.",https://time.com/6339380/china-children-pneumonia-outbreak-what-to-know/,2023-11-24T08:55:00Z,"Chinas health-care system is once again in the spotlight as a wave of pneumonia cases sweeps through the country, hitting kids particularly hard. The sudden increase in sick children, and a report su… [+3834 chars]",3,could chinas child pneumonia outbreak spread all you need to know for those outside china the reports of respiratoryillness outbreaks have brought back memories of the early days of the covid pandemic but unlike covid mycoplasma is a wellknown and common germ that tends to cause fresh outbreaks every few years chinas healthcare system is once again in the spotlight as a wave of pneumonia cases sweeps through the country hitting kids particularly hard the sudden increase in sick children and a report
