"","symptom","domain","group","estimate","lower_95_percent_confidence_limit","upper_95_percent_confidence_limit"
"417","Sore throat","Sex","Female",14.53,13.39,15.68
"418","Sore throat","Sex","Male",12.14,10.84,13.44
"419","Sore throat","Age Sex","Female 25 to 34",21.37,14.35,28.4
"420","Sore throat","Age Sex","Male 25 to 34",18.18,7.94,28.43
"421","Sore throat","Age Sex","Female 35 to 49",14.85,12.4,17.3
"422","Sore throat","Age Sex","Male 35 to 49",11.85,8.53,15.16
"423","Sore throat","Age Sex","Female 50 to 69",14.51,12.98,16.04
"424","Sore throat","Age Sex","Male 50 to 69",12.67,10.88,14.46
"425","Sore throat","Age Sex","Female 70+",12.26,9.69,14.83
"426","Sore throat","Age Sex","Male 70+",10.79,8.42,13.16
"427","Tinnitus","All people","All people",20.02,19.01,21.03
"428","Tinnitus","Age group","16 to 24",13.68,6.76,20.61
"429","Tinnitus","Age group","25 to 34",17.2,11.84,22.57
"430","Tinnitus","Age group","35 to 49",19.52,17.26,21.79
"431","Tinnitus","Age group","50 to 69",20.45,19.08,21.83
"432","Tinnitus","Age group","70+",20.22,18,22.44
"433","Tinnitus","Sex","Female",20.02,18.73,21.32
"434","Tinnitus","Sex","Male",20.02,18.43,21.61
"435","Tinnitus","Age Sex","Female 25 to 34",16.79,10.4,23.19
"436","Tinnitus","Age Sex","Male 25 to 34",18.18,8.17,28.19
"437","Tinnitus","Age Sex","Female 35 to 49",20.86,18.06,23.66
"438","Tinnitus","Age Sex","Male 35 to 49",16.53,12.72,20.33
"439","Tinnitus","Age Sex","Female 50 to 69",19.9,18.17,21.63
"440","Tinnitus","Age Sex","Male 50 to 69",21.29,19.09,23.49
"441","Tinnitus","Age Sex","Female 70+",20.54,17.38,23.71
"442","Tinnitus","Age Sex","Male 70+",19.91,16.85,22.97
"443","Trouble sleeping","All people","All people",32.11,30.93,33.3
"444","Trouble sleeping","Age group","16 to 24",24.21,15.28,33.14
"445","Trouble sleeping","Age group","25 to 34",39.78,32.7,46.87
"446","Trouble sleeping","Age group","35 to 49",36.25,33.5,38.99
"447","Trouble sleeping","Age group","50 to 69",33.82,32.21,35.42
"448","Trouble sleeping","Age group","70+",23.33,20.96,25.7
"449","Trouble sleeping","Sex","Female",33.63,32.1,35.16
"450","Trouble sleeping","Sex","Male",29.82,28,31.64
"451","Trouble sleeping","Age Sex","Female 25 to 34",40.46,32.06,48.86
"452","Trouble sleeping","Age Sex","Male 25 to 34",38.18,25.23,51.13
"453","Trouble sleeping","Age Sex","Female 35 to 49",37.79,34.46,41.12
"454","Trouble sleeping","Age Sex","Male 35 to 49",32.78,27.92,37.64
"455","Trouble sleeping","Age Sex","Female 50 to 69",34.36,32.3,36.42
"456","Trouble sleeping","Age Sex","Male 50 to 69",32.98,30.46,35.51
"457","Trouble sleeping","Age Sex","Female 70+",24.84,21.46,28.22
"458","Trouble sleeping","Age Sex","Male 70+",21.88,18.73,25.04
"459","Vertigo or dizziness","All people","All people",18.99,18,19.98
"460","Vertigo or dizziness","Age group","16 to 24",17.89,10.26,25.53
"461","Vertigo or dizziness","Age group","25 to 34",24.73,18.42,31.04
"462","Vertigo or dizziness","Age group","35 to 49",18.25,16.02,20.48
"463","Vertigo or dizziness","Age group","50 to 69",17.96,16.66,19.26
"464","Vertigo or dizziness","Age group","70+",21.62,19.35,23.89
"465","Vertigo or dizziness","Sex","Female",21.52,20.19,22.84
"466","Vertigo or dizziness","Sex","Male",15.18,13.75,16.6
"467","Vertigo or dizziness","Age Sex","Female 25 to 34",24.43,17.08,31.77
"468","Vertigo or dizziness","Age Sex","Male 25 to 34",25.45,13.86,37.05
"469","Vertigo or dizziness","Age Sex","Female 35 to 49",21.1,18.27,23.94
"470","Vertigo or dizziness","Age Sex","Male 35 to 49",11.85,8.53,15.16
"471","Vertigo or dizziness","Age Sex","Female 50 to 69",20.59,18.83,22.34
"472","Vertigo or dizziness","Age Sex","Male 50 to 69",13.94,12.08,15.81
"473","Vertigo or dizziness","Age Sex","Female 70+",24.52,21.16,27.89
"474","Vertigo or dizziness","Age Sex","Male 70+",18.84,15.86,21.83
"475","Weakness or tiredness","All people","All people",60.37,59.13,61.61
"476","Weakness or tiredness","Age group","16 to 24",46.32,36.04,56.59
"477","Weakness or tiredness","Age group","25 to 34",59.14,52.06,66.22
"478","Weakness or tiredness","Age group","35 to 49",58.74,55.92,61.57
"479","Weakness or tiredness","Age group","50 to 69",60.49,58.83,62.15
"480","Weakness or tiredness","Age group","70+",62.75,60.07,65.44
"481","Weakness or tiredness","Sex","Female",61.07,59.49,62.65
"482","Weakness or tiredness","Sex","Male",59.31,57.36,61.26
"483","Weakness or tiredness","Age Sex","Female 16 to 24",47.76,35.61,59.91
"484","Weakness or tiredness","Age Sex","Male 16 to 24",42.86,24.5,61.21
"485","Weakness or tiredness","Age Sex","Female 25 to 34",61.83,53.52,70.14
"486","Weakness or tiredness","Age Sex","Male 25 to 34",52.73,39.8,65.65
"487","Weakness or tiredness","Age Sex","Female 35 to 49",61.1,57.77,64.44
"488","Weakness or tiredness","Age Sex","Male 35 to 49",53.44,48.31,58.58
"489","Weakness or tiredness","Age Sex","Female 50 to 69",61.03,58.91,63.15
"490","Weakness or tiredness","Age Sex","Male 50 to 69",59.67,57.04,62.3
"491","Weakness or tiredness","Age Sex","Female 70+",62.42,58.63,66.21
"492","Weakness or tiredness","Age Sex","Male 70+",63.07,59.38,66.76
"493","Worry or anxiety","All people","All people",29.09,27.94,30.24
"494","Worry or anxiety","Age group","16 to 24",33.68,23.94,43.43
"495","Worry or anxiety","Age group","25 to 34",43.55,36.49,50.61
"496","Worry or anxiety","Age group","35 to 49",36.67,33.9,39.44
"497","Worry or anxiety","Age group","50 to 69",28.57,27.05,30.1
"498","Worry or anxiety","Age group","70+",21.07,18.8,23.35
"499","Worry or anxiety","Sex","Female",30.64,29.15,32.13
"500","Worry or anxiety","Sex","Male",26.74,24.99,28.5
"501","Worry or anxiety","Age Sex","Female 25 to 34",41.98,33.53,50.44
"502","Worry or anxiety","Age Sex","Male 25 to 34",47.27,34.29,60.26
"503","Worry or anxiety","Age Sex","Female 35 to 49",36.93,33.62,40.25
"504","Worry or anxiety","Age Sex","Male 35 to 49",36.09,31.13,41.05
"505","Worry or anxiety","Age Sex","Female 50 to 69",29.46,27.49,31.44
"506","Worry or anxiety","Age Sex","Male 50 to 69",27.21,24.83,29.6
"507","Worry or anxiety","Age Sex","Female 70+",23.25,19.95,26.55
"508","Worry or anxiety","Age Sex","Male 70+",19,16,21.99
"509","Abdominal pain","All people","All people",9.56,8.82,10.3
"510","Abdominal pain","Country/region","England",9.09,8.3,9.88
"511","Abdominal pain","Country/region","North East",13.36,9.38,17.33
"512","Abdominal pain","Country/region","North West",7.92,5.93,9.91
"513","Abdominal pain","Country/region","Yorkshire and the Humber",8.51,6.16,10.85
"514","Abdominal pain","Country/region","East Midlands",7.78,5.29,10.28
"515","Abdominal pain","Country/region","West Midlands",9.07,6.48,11.66
"516","Abdominal pain","Country/region","East of England",7.69,5.62,9.76
"517","Abdominal pain","Country/region","London",11.91,9.64,14.18
"518","Abdominal pain","Country/region","South East",8.29,6.25,10.32
"519","Abdominal pain","Country/region","South West",8.75,6.27,11.23
"520","Abdominal pain","Country/region","Northern Ireland",9.38,4.88,13.87
"521","Abdominal pain","Country/region","Scotland",13.46,10.54,16.39
"522","Abdominal pain","Country/region","Wales",10.25,6.93,13.57
"523","Abdominal pain","Ethnic group","Non-white",13.56,9.66,17.46
"524","Abdominal pain","Ethnic group","White",9.36,8.61,10.11
"525","Abdominal pain","Index of Multiple Deprivation quintile group","1",12.61,10.28,14.93
"526","Abdominal pain","Index of Multiple Deprivation quintile group","2",12.49,10.49,14.48
"527","Abdominal pain","Index of Multiple Deprivation quintile group","3",9.29,7.75,10.83
"528","Abdominal pain","Index of Multiple Deprivation quintile group","4",7.87,6.46,9.29
"529","Abdominal pain","Index of Multiple Deprivation quintile group","5",7.58,6.23,8.92
"530","Allergies","All people","All people",6.24,5.63,6.86
"531","Allergies","Country/region","England",6.3,5.63,6.97
"532","Allergies","Country/region","North West",5.5,3.89,7.12
"533","Allergies","Country/region","East Midlands",7.31,4.78,9.85
"534","Allergies","Country/region","West Midlands",6.91,4.6,9.22
"535","Allergies","Country/region","East of England",7.21,5.15,9.27
"536","Allergies","Country/region","London",7.59,5.7,9.48
"537","Allergies","Country/region","South East",7.74,5.8,9.69
"538","Allergies","Country/region","South West",5.17,3.24,7.1
"539","Allergies","Country/region","Scotland",5.92,3.85,8
"540","Allergies","Ethnic group","Non-white",10.85,7.29,14.41
"541","Allergies","Ethnic group","White",6.01,5.39,6.63
"542","Allergies","Index of Multiple Deprivation quintile group","1",7.83,5.99,9.67
"543","Allergies","Index of Multiple Deprivation quintile group","2",6.38,4.91,7.86
"544","Allergies","Index of Multiple Deprivation quintile group","3",6.69,5.34,8.03
"545","Allergies","Index of Multiple Deprivation quintile group","4",6.31,4.98,7.64
"546","Allergies","Index of Multiple Deprivation quintile group","5",4.78,3.69,5.87
"547","Chest pain","All people","All people",11.88,11.07,12.69
"548","Chest pain","Country/region","England",11.38,10.51,12.25
"549","Chest pain","Country/region","North East",10.96,7.4,14.51
"550","Chest pain","Country/region","North West",10.2,8.01,12.39
"551","Chest pain","Country/region","Yorkshire and the Humber",13.61,10.72,16.5
"552","Chest pain","Country/region","East Midlands",10.14,7.28,13
"553","Chest pain","Country/region","West Midlands",11.02,8.19,13.84
"554","Chest pain","Country/region","East of England",11.38,8.85,13.91
"555","Chest pain","Country/region","London",13.09,10.67,15.5
"556","Chest pain","Country/region","South East",10.05,7.91,12.2
"557","Chest pain","Country/region","South West",11.73,8.9,14.55
"558","Chest pain","Country/region","Northern Ireland",9.38,4.91,13.84
"559","Chest pain","Country/region","Scotland",17.06,13.92,20.19
"560","Chest pain","Country/region","Wales",12.11,8.46,15.76
"561","Chest pain","Ethnic group","Non-white",18.64,14.14,23.15
"562","Chest pain","Ethnic group","White",11.54,10.72,12.36
"563","Chest pain","Index of Multiple Deprivation quintile group","1",16.03,13.51,18.56
"564","Chest pain","Index of Multiple Deprivation quintile group","2",12.21,10.26,14.16
"565","Chest pain","Index of Multiple Deprivation quintile group","3",12.04,10.28,13.79
"566","Chest pain","Index of Multiple Deprivation quintile group","4",11.06,9.42,12.71
"567","Chest pain","Index of Multiple Deprivation quintile group","5",9.97,8.44,11.5
"568","Cough","All people","All people",32.98,31.79,34.17
"569","Cough","Country/region","England",32.68,31.37,33.98
"570","Cough","Country/region","North East",33.22,27.67,38.77
"571","Cough","Country/region","North West",34.09,30.63,37.56
"572","Cough","Country/region","Yorkshire and the Humber",32.51,28.41,36.62
"573","Cough","Country/region","East Midlands",32.08,27.5,36.65
"574","Cough","Country/region","West Midlands",33.05,28.71,37.38
"575","Cough","Country/region","East of England",31.57,27.9,35.24
"576","Cough","Country/region","London",30.5,27.25,33.75
"577","Cough","Country/region","South East",34.38,30.93,37.82
"578","Cough","Country/region","South West",32.8,28.63,36.98
"579","Cough","Country/region","Northern Ireland",28.75,21.79,35.71
"580","Cough","Country/region","Scotland",36.45,32.36,40.53
"581","Cough","Country/region","Wales",33.85,28.56,39.14
"582","Cough","Ethnic group","Non-white",33.22,27.78,38.66
"583","Cough","Ethnic group","White",32.97,31.74,34.19
"584","Cough","Index of Multiple Deprivation quintile group","1",38.07,34.64,41.49
"585","Cough","Index of Multiple Deprivation quintile group","2",34.23,31.36,37.1
"586","Cough","Index of Multiple Deprivation quintile group","3",31.58,29.08,34.07
"587","Cough","Index of Multiple Deprivation quintile group","4",32.48,30.01,34.95
"588","Cough","Index of Multiple Deprivation quintile group","5",30.99,28.61,33.37
"589","Diarrhoea","All people","All people",9.04,8.32,9.76
"590","Diarrhoea","Country/region","England",8.52,7.75,9.3
"591","Diarrhoea","Country/region","North East",10.96,7.39,14.52
"592","Diarrhoea","Country/region","North West",9.66,7.55,11.78
"593","Diarrhoea","Country/region","Yorkshire and the Humber",6.43,4.25,8.6
"594","Diarrhoea","Country/region","East Midlands",11.08,8.13,14.04
"595","Diarrhoea","Country/region","West Midlands",7.78,5.16,10.39
"596","Diarrhoea","Country/region","East of England",8.97,6.75,11.2
"597","Diarrhoea","Country/region","London",8.51,6.54,10.48
"598","Diarrhoea","Country/region","South East",6.11,4.35,7.88
"599","Diarrhoea","Country/region","South West",9.15,6.63,11.66
"600","Diarrhoea","Country/region","Scotland",14,11.07,16.94
"601","Diarrhoea","Ethnic group","Non-white",8.81,5.56,12.06
"602","Diarrhoea","Ethnic group","White",9.05,8.31,9.79
"603","Diarrhoea","Index of Multiple Deprivation quintile group","1",13.34,10.95,15.73
"604","Diarrhoea","Index of Multiple Deprivation quintile group","2",10.55,8.71,12.38
"605","Diarrhoea","Index of Multiple Deprivation quintile group","3",10.48,8.83,12.12
"606","Diarrhoea","Index of Multiple Deprivation quintile group","4",5.82,4.6,7.03
"607","Diarrhoea","Index of Multiple Deprivation quintile group","5",7.3,5.96,8.64
"608","Difficulty concentrating","All people","All people",37.26,36.04,38.49
"609","Difficulty concentrating","Country/region","England",36.28,34.94,37.62
"610","Difficulty concentrating","Country/region","North East",39.38,33.64,45.13
"611","Difficulty concentrating","Country/region","North West",37.45,33.88,41.02
"612","Difficulty concentrating","Country/region","Yorkshire and the Humber",37.62,33.48,41.76
"613","Difficulty concentrating","Country/region","East Midlands",37.5,32.79,42.21
"614","Difficulty concentrating","Country/region","West Midlands",33.91,29.51,38.31
"615","Difficulty concentrating","Country/region","East of England",33.33,29.54,37.13
"616","Difficulty concentrating","Country/region","London",39.27,35.8,42.73
"617","Difficulty concentrating","Country/region","South East",32.88,29.41,36.35
"618","Difficulty concentrating","Country/region","South West",36.58,32.4,40.77
"619","Difficulty concentrating","Country/region","Northern Ireland",43.75,36.03,51.47
"620","Difficulty concentrating","Country/region","Scotland",45.42,41.27,49.57
"621","Difficulty concentrating","Country/region","Wales",35.4,30.15,40.65
"622","Difficulty concentrating","Ethnic group","Non-white",46.44,40.81,52.07
"623","Difficulty concentrating","Ethnic group","White",36.8,35.54,38.05
"624","Difficulty concentrating","Index of Multiple Deprivation quintile group","1",41.98,38.5,45.47
"625","Difficulty concentrating","Index of Multiple Deprivation quintile group","2",40.61,37.66,43.57
"626","Difficulty concentrating","Index of Multiple Deprivation quintile group","3",37.52,34.9,40.14
"627","Difficulty concentrating","Index of Multiple Deprivation quintile group","4",36.1,33.56,38.64
"628","Difficulty concentrating","Index of Multiple Deprivation quintile group","5",33.04,30.6,35.47
"629","Ear pain","All people","All people",8.19,7.5,8.88
"630","Ear pain","Country/region","England",8.13,7.37,8.89
"631","Ear pain","Country/region","North East",7.88,4.77,10.98
"632","Ear pain","Country/region","North West",7.11,5.24,8.99
"633","Ear pain","Country/region","Yorkshire and the Humber",8.88,6.47,11.3
"634","Ear pain","Country/region","East Midlands",8.96,6.24,11.69
"635","Ear pain","Country/region","West Midlands",7.34,4.98,9.7
"636","Ear pain","Country/region","East of England",6.89,4.9,8.88
"637","Ear pain","Country/region","London",9.69,7.59,11.78
"638","Ear pain","Country/region","South East",8.56,6.49,10.63
"639","Ear pain","Country/region","South West",7.55,5.18,9.92
"640","Ear pain","Country/region","Northern Ireland",6.88,2.98,10.77
"641","Ear pain","Country/region","Scotland",9.34,6.89,11.78
"642","Ear pain","Country/region","Wales",7.76,4.85,10.68
"643","Ear pain","Ethnic group","Non-white",10.17,6.74,13.6
"644","Ear pain","Ethnic group","White",8.09,7.38,8.79
"645","Ear pain","Index of Multiple Deprivation quintile group","1",12.36,10.08,14.64
"646","Ear pain","Index of Multiple Deprivation quintile group","2",9.44,7.68,11.19
"647","Ear pain","Index of Multiple Deprivation quintile group","3",7.21,5.81,8.6
"648","Ear pain","Index of Multiple Deprivation quintile group","4",6.24,4.98,7.5
"649","Ear pain","Index of Multiple Deprivation quintile group","5",7.71,6.34,9.09
"650","Eyesight","All people","All people",22.39,21.34,23.44
"651","Eyesight","Country/region","England",22.3,21.15,23.45
"652","Eyesight","Country/region","North East",21.58,16.74,26.41
"653","Eyesight","Country/region","North West",21.07,18.07,24.07
"654","Eyesight","Country/region","Yorkshire and the Humber",25.52,21.74,29.3
"655","Eyesight","Country/region","East Midlands",23.35,19.32,27.37
"656","Eyesight","Country/region","West Midlands",25.05,21.11,29
"657","Eyesight","Country/region","East of England",21.15,17.93,24.38
"658","Eyesight","Country/region","London",23.56,20.58,26.54
"659","Eyesight","Country/region","South East",21.2,18.25,24.14
"660","Eyesight","Country/region","South West",18.89,15.47,22.3
"661","Eyesight","Country/region","Northern Ireland",20,13.66,26.34
"662","Eyesight","Country/region","Scotland",24.24,20.61,27.86
"663","Eyesight","Country/region","Wales",21.74,17.14,26.34
"664","Eyesight","Ethnic group","Non-white",26.44,21.34,31.54
"665","Eyesight","Ethnic group","White",22.18,21.11,23.26
"666","Eyesight","Index of Multiple Deprivation quintile group","1",27.54,24.39,30.69
"667","Eyesight","Index of Multiple Deprivation quintile group","2",24.61,22.05,27.16
"668","Eyesight","Index of Multiple Deprivation quintile group","3",22.21,19.97,24.46
"669","Eyesight","Index of Multiple Deprivation quintile group","4",20.92,18.79,23.06
"670","Eyesight","Index of Multiple Deprivation quintile group","5",19.45,17.42,21.49
"671","Fever","All people","All people",2.42,2.03,2.8
"672","Fever","Country/region","England",2.22,1.82,2.63
"673","Fever","Country/region","North West",2.82,1.63,4.01
"674","Fever","Country/region","Yorkshire and the Humber",3.02,1.57,4.48
"675","Fever","Country/region","East Midlands",4.01,2.14,5.88
"676","Fever","Country/region","East of England",1.76,0.73,2.8
"677","Fever","Country/region","London",1.57,0.68,2.46
"678","Fever","Country/region","South East",2.31,1.24,3.38
"679","Fever","Country/region","Scotland",4.13,2.49,5.77
"680","Fever","Index of Multiple Deprivation quintile group","1",4.28,2.9,5.67
"681","Fever","Index of Multiple Deprivation quintile group","2",2.87,1.88,3.86
"682","Fever","Index of Multiple Deprivation quintile group","3",1.93,1.2,2.67
"683","Fever","Index of Multiple Deprivation quintile group","4",2.06,1.32,2.79
"684","Fever","Index of Multiple Deprivation quintile group","5",1.84,1.16,2.53
"685","General pain","All people","All people",19.77,18.77,20.78
"686","General pain","Country/region","England",18.35,17.27,19.42
"687","General pain","Country/region","North East",19.52,14.89,24.15
"688","General pain","Country/region","North West",19.19,16.33,22.06
"689","General pain","Country/region","Yorkshire and the Humber",20.6,17.09,24.12
"690","General pain","Country/region","East Midlands",16.27,12.75,19.79
"691","General pain","Country/region","West Midlands",20.09,16.41,23.76
"692","General pain","Country/region","East of England",16.99,14,19.97
"693","General pain","Country/region","London",17.28,14.57,19.98
"694","General pain","Country/region","South East",16.58,13.86,19.29
"695","General pain","Country/region","South West",20.08,16.59,23.57
"696","General pain","Country/region","Northern Ireland",25,18.27,31.73
"697","General pain","Country/region","Scotland",26.93,23.16,30.7
"698","General pain","Country/region","Wales",27.33,22.38,32.28
"699","General pain","Ethnic group","Non-white",24.07,19.21,28.92
"700","General pain","Ethnic group","White",19.56,18.53,20.58
"701","General pain","Index of Multiple Deprivation quintile group","1",28.52,25.41,31.63
"702","General pain","Index of Multiple Deprivation quintile group","2",25.16,22.56,27.77
"703","General pain","Index of Multiple Deprivation quintile group","3",18.87,16.73,21.01
"704","General pain","Index of Multiple Deprivation quintile group","4",17.87,15.84,19.9
"705","General pain","Index of Multiple Deprivation quintile group","5",13.58,11.82,15.35
"706","Hair loss","All people","All people",7.22,6.57,7.87
"707","Hair loss","Country/region","England",7.3,6.58,8.02
"708","Hair loss","Country/region","North East",8.56,5.39,11.74
"709","Hair loss","Country/region","North West",7.38,5.51,9.26
"710","Hair loss","Country/region","Yorkshire and the Humber",7.94,5.63,10.25
"711","Hair loss","Country/region","East Midlands",5.42,3.26,7.59
"712","Hair loss","Country/region","West Midlands",7.78,5.33,10.22
"713","Hair loss","Country/region","East of England",6.73,4.74,8.73
"714","Hair loss","Country/region","London",9.69,7.56,11.81
"715","Hair loss","Country/region","South East",5.98,4.25,7.71
"716","Hair loss","Country/region","South West",5.96,3.88,8.05
"717","Hair loss","Country/region","Northern Ireland",7.5,3.47,11.53
"718","Hair loss","Country/region","Scotland",7.18,5.05,9.31
"719","Hair loss","Country/region","Wales",5.9,3.33,8.47
"720","Hair loss","Ethnic group","Non-white",15.25,11.12,19.38
"721","Hair loss","Ethnic group","White",6.82,6.17,7.47
"722","Hair loss","Index of Multiple Deprivation quintile group","1",10.4,8.29,12.51
"723","Hair loss","Index of Multiple Deprivation quintile group","2",7.86,6.27,9.46
"724","Hair loss","Index of Multiple Deprivation quintile group","3",7.5,6.09,8.92
"725","Hair loss","Index of Multiple Deprivation quintile group","4",5.67,4.47,6.88
"726","Hair loss","Index of Multiple Deprivation quintile group","5",6.21,4.97,7.45
"727","Headache","All people","All people",27.36,26.22,28.49
"728","Headache","Country/region","England",26.5,25.26,27.73
"729","Headache","Country/region","North East",31.51,25.82,37.2
"730","Headache","Country/region","North West",26.44,23.29,29.6
"731","Headache","Country/region","Yorkshire and the Humber",27.98,24.04,31.92
"732","Headache","Country/region","East Midlands",27.12,22.85,31.4
"733","Headache","Country/region","West Midlands",28.29,24.08,32.51
"734","Headache","Country/region","East of England",25.64,22.18,29.1
"735","Headache","Country/region","London",26.7,23.54,29.87
"736","Headache","Country/region","South East",22.42,19.36,25.48
"737","Headache","Country/region","South West",26.64,22.78,30.5
"738","Headache","Country/region","Northern Ireland",33.75,26.29,41.21
"739","Headache","Country/region","Scotland",31.78,27.84,35.71
"740","Headache","Country/region","Wales",30.12,25,35.25
"741","Headache","Ethnic group","Non-white",31.19,25.87,36.5
"742","Headache","Ethnic group","White",27.16,26,28.32
"743","Headache","Index of Multiple Deprivation quintile group","1",36.11,32.73,39.48
"744","Headache","Index of Multiple Deprivation quintile group","2",31.91,29.07,34.76
"745","Headache","Index of Multiple Deprivation quintile group","3",25.93,23.55,28.3
"746","Headache","Index of Multiple Deprivation quintile group","4",24.4,22.16,26.63
"747","Headache","Index of Multiple Deprivation quintile group","5",23.28,21.07,25.48
"748","Joint pain","All people","All people",34.04,32.84,35.24
"749","Joint pain","Country/region","England",32.64,31.33,33.95
"750","Joint pain","Country/region","North East",32.19,26.72,37.66
"751","Joint pain","Country/region","North West",33.42,29.92,36.92
"752","Joint pain","Country/region","Yorkshire and the Humber",32.33,28.25,36.4
"753","Joint pain","Country/region","East Midlands",32.55,27.97,37.13
"754","Joint pain","Country/region","West Midlands",34.99,30.52,39.46
"755","Joint pain","Country/region","East of England",32.85,29.13,36.57
"756","Joint pain","Country/region","London",32.98,29.62,36.35
"757","Joint pain","Country/region","South East",31.25,27.89,34.61
"758","Joint pain","Country/region","South West",31.21,27.14,35.28
"759","Joint pain","Country/region","Northern Ireland",34.38,27.02,41.73
"760","Joint pain","Country/region","Scotland",43.63,39.47,47.78
"761","Joint pain","Country/region","Wales",39.44,34.09,44.8
"762","Joint pain","Ethnic group","Non-white",34.58,29.12,40.04
"763","Joint pain","Ethnic group","White",34.01,32.78,35.25
"764","Joint pain","Index of Multiple Deprivation quintile group","1",40.88,37.43,44.33
"765","Joint pain","Index of Multiple Deprivation quintile group","2",40.15,37.2,43.1
"766","Joint pain","Index of Multiple Deprivation quintile group","3",33.28,30.71,35.85
"767","Joint pain","Index of Multiple Deprivation quintile group","4",30.71,28.28,33.14
"768","Joint pain","Index of Multiple Deprivation quintile group","5",29.62,27.28,31.97
"769","Loss of appetite","All people","All people",9.85,9.1,10.61
"770","Loss of appetite","Country/region","England",9.29,8.49,10.1
"771","Loss of appetite","Country/region","North East",8.22,5.1,11.34
"772","Loss of appetite","Country/region","North West",8.59,6.54,10.64
"773","Loss of appetite","Country/region","Yorkshire and the Humber",10.21,7.58,12.83
"774","Loss of appetite","Country/region","East Midlands",9.91,7.05,12.76
"775","Loss of appetite","Country/region","West Midlands",7.78,5.29,10.26
"776","Loss of appetite","Country/region","East of England",8.81,6.54,11.09
"777","Loss of appetite","Country/region","London",9.16,7.14,11.19
"778","Loss of appetite","Country/region","South East",10.19,8,12.38
"779","Loss of appetite","Country/region","South West",10.34,7.68,12.99
"780","Loss of appetite","Country/region","Northern Ireland",10.62,5.84,15.41
"781","Loss of appetite","Country/region","Scotland",14.9,11.89,17.92
"782","Loss of appetite","Country/region","Wales",9.63,6.39,12.86
"783","Loss of appetite","Ethnic group","Non-white",7.8,4.75,10.84
"784","Loss of appetite","Ethnic group","White",9.96,9.18,10.73
"785","Loss of appetite","Index of Multiple Deprivation quintile group","1",13.83,11.42,16.24
"786","Loss of appetite","Index of Multiple Deprivation quintile group","2",11.38,9.49,13.26
"787","Loss of appetite","Index of Multiple Deprivation quintile group","3",9.06,7.53,10.6
"788","Loss of appetite","Index of Multiple Deprivation quintile group","4",8.65,7.16,10.15
"789","Loss of appetite","Index of Multiple Deprivation quintile group","5",8.4,6.97,9.82
"790","Loss of smell","All people","All people",20.64,19.62,21.66
"791","Loss of smell","Country/region","England",21.54,20.4,22.67
"792","Loss of smell","Country/region","North East",22.26,17.36,27.16
"793","Loss of smell","Country/region","North West",23.76,20.64,26.87
"794","Loss of smell","Country/region","Yorkshire and the Humber",18.34,15.04,21.63
"795","Loss of smell","Country/region","East Midlands",20.75,16.9,24.61
"796","Loss of smell","Country/region","West Midlands",19.87,16.25,23.49
"797","Loss of smell","Country/region","East of England",22.28,19,25.55
"798","Loss of smell","Country/region","London",21.73,18.79,24.67
"799","Loss of smell","Country/region","South East",20.79,17.82,23.75
"800","Loss of smell","Country/region","South West",23.26,19.53,26.99
"801","Loss of smell","Country/region","Northern Ireland",10.62,5.81,15.44
"802","Loss of smell","Country/region","Scotland",17.24,14.1,20.37
"803","Loss of smell","Country/region","Wales",17.39,13.28,21.51
"804","Loss of smell","Ethnic group","Non-white",21.36,16.63,26.09
"805","Loss of smell","Ethnic group","White",20.6,19.56,21.65
"806","Loss of smell","Index of Multiple Deprivation quintile group","1",22.52,19.62,25.42
"807","Loss of smell","Index of Multiple Deprivation quintile group","2",19.8,17.41,22.18
"808","Loss of smell","Index of Multiple Deprivation quintile group","3",20.51,18.33,22.68
"809","Loss of smell","Index of Multiple Deprivation quintile group","4",20.28,18.17,22.4
"810","Loss of smell","Index of Multiple Deprivation quintile group","5",20.68,18.62,22.75
"811","Loss of taste","All people","All people",18.25,17.28,19.22
"812","Loss of taste","Country/region","England",18.64,17.57,19.72
"813","Loss of taste","Country/region","North East",16.44,12.13,20.74
"814","Loss of taste","Country/region","North West",21.34,18.39,24.3
"815","Loss of taste","Country/region","Yorkshire and the Humber",15.5,12.44,18.57
"816","Loss of taste","Country/region","East Midlands",18.63,14.92,22.35
"817","Loss of taste","Country/region","West Midlands",18.57,15.1,22.05
"818","Loss of taste","Country/region","East of England",18.75,15.68,21.82
"819","Loss of taste","Country/region","London",18.46,15.66,21.26
"820","Loss of taste","Country/region","South East",18.21,15.4,21.01
"821","Loss of taste","Country/region","South West",20.08,16.51,23.65
"822","Loss of taste","Country/region","Northern Ireland",15.62,10.14,21.11
"823","Loss of taste","Country/region","Scotland",16.7,13.61,19.78
"824","Loss of taste","Country/region","Wales",16.15,12.15,20.15
"825","Loss of taste","Ethnic group","Non-white",13.22,9.1,17.34
"826","Loss of taste","Ethnic group","White",18.51,17.51,19.51
"827","Loss of taste","Index of Multiple Deprivation quintile group","1",19.09,16.39,21.8
"828","Loss of taste","Index of Multiple Deprivation quintile group","2",18.04,15.76,20.32
"829","Loss of taste","Index of Multiple Deprivation quintile group","3",17.98,15.92,20.04
"830","Loss of taste","Index of Multiple Deprivation quintile group","4",17.3,15.33,19.28
"831","Loss of taste","Index of Multiple Deprivation quintile group","5",19.11,17.09,21.13
"832","Low mood or not enjoying","All people","All people",27.95,26.81,29.08
