id,name,author,title,description,url,publishedAt,content
national-geographic,National Geographic,Meryl Davids Landau,COVID cases are rising again. Here’s a refresher on everything you forgot.,"Can you use an expired test? How long do you need to isolate? With more infectious variants, here’s a reminder on how to protect yourself—and what to do if you get sick.",https://www.nationalgeographic.com/premium/article/sick-covid-refresher-tests-masking-isolation-medicine,2023-09-14T00:00:00Z,"A new posse of infectious Omicron variants are causing more people to come down with COVID-19, and some are getting extremely sick. In the last week of August more than 650 people died from the disea… [+8553 chars]"
time,Time,Jamie Ducharme,Long COVID Recovery Remains Rare,"Some patients recover from Long COVID, but getting entirely better remains rare without proven treatments.",https://time.com/6309054/long-covid-recovery-rare/,2023-08-29T16:00:50Z,"Since August 2020, David Putrino, director of rehabilitation innovation at New Yorks Mount Sinai Health System, has helped treat more than 3,000 people with Long COVID. These patients, in his experie… [+6685 chars]"
the-washington-post,The Washington Post,Lisa Jarvis,Long Covid Is Real. Now the Evidence Is Piling Up.,A new study finds evidence of hormone imbalances and other biomarkers that can cause symptoms to linger.,https://www.washingtonpost.com/business/2023/09/27/long-covid-is-real-now-the-evidence-is-piling-up/250b00b0-5d4a-11ee-b961-94e18b27be28_story.html,2023-09-27T15:25:53Z,"Comment on this story
Comment
Finally, the hunt for answers about long Covid is yielding some clues. A new study, led by the Icahn School of Medicine at Mount Sinai and the Yale School of Medicine … [+5354 chars]"
the-times-of-india,The Times of India,The Feed,"Government relaunches free COVID-19 tests website, here’s how to book | Details","Commencing on September 25th, individuals in the United States can access COVIDTests.gov to request up to four complimentary COVID-19 tests per household. The United States Postal Service (USPS) will oversee the distribution of these tests.",https://economictimes.indiatimes.com/news/international/us/government-relaunches-free-covid-19-tests-website-heres-how-to-book-details/articleshow/103941094.cms,2023-09-25T18:14:40Z,"As concerns grow over a potential surge in COVID-19 cases during the colder months, the Biden administration is taking proactive steps to ensure that Americans have access to free at-home COVID-19 te… [+4067 chars]"
the-washington-post,The Washington Post,Hannah Knowles,"Bashing boosters, DeSantis contrasts with Trump and worries health experts",DeSantis’s posture against the covid shots is at odds with the advice of leading public health officials and experts and shows how he is seeking to make his position a 2024 campaign issue.,https://www.washingtonpost.com/politics/2023/09/16/desantis-booster-shots-covid-trump/,2023-09-16T10:00:47Z,"Comment on this story
Comment
Late in 2021, Florida Gov. Ron DeSantis dodged a question about whether he got a booster shot to protect against covid-19.
So, Ive done whatever I did the normal shot… [+11075 chars]"
the-washington-post,The Washington Post,Taylor Lorenz,Threads blocks searches for ‘covid’ and ‘long covid’,Meta acknowledged that Threads is intentionally blocking the search terms.,https://www.washingtonpost.com/technology/2023/09/11/threads-covid-coronavirus-searches-blocked/,2023-09-11T17:56:48Z,"Comment on this story
Comment
LOS ANGELES Instagrams text-based social platform Threads last week rolled out its new search function, a crucial step toward the platforms expansion and one that woul… [+5130 chars]"
abc-news-au,ABC News (AU),Annie Brown,Farmers are growing medicinal gum trees as biotech company explores pharmaceutical potential,Eight farmers in the Benalla region are growing gum trees for biotech company Gretals as it researches using pinocembrin as a treatment for neurodegenerative diseases.,https://www.abc.net.au/news/rural/2023-09-20/medicinal-gum-trees-grown-in-benalla-for-gretals/102861506,2023-09-19T22:19:08Z,"Mark Foletta is a farmer who loves diversity and isn't afraid to try new things. 
In his home town of Benalla, in north-east Victoria, Mr Foletta grows cherries, grapes for wine, lucerne, mushrooms,… [+5274 chars]"
the-irish-times,The Irish Times,Fiachra Gallagher,More than 5% of Irish adults living with long Covid symptoms,Independent TD Denis Naughten calls on Government to ‘expedite the delivery of a national action plan on long Covid’,https://www.irishtimes.com/health/2023/09/04/more-than-5-of-irish-adults-living-with-long-covid-symptoms/,2023-09-04T15:50:37Z,"More than 5 per cent of adults in Ireland are living with symptoms of long Covid, according to a new survey.
From a sample size of 1,004 people, 7 per cent said that in the past four weeks they had … [+2470 chars]"
the-washington-post,The Washington Post,Brian Vastag,Fatigue patient’s case prompts discovery that may help with long covid,"Her dogged efforts lead to a new scientific discovery that may help many others with chronically fatiguing illnesses, including long covid.",https://www.washingtonpost.com/health/2023/09/17/fatigue-cfs-longcovid-mitochondria/,2023-09-17T11:00:01Z,"Comment on this story
Comment
Amanda Twinams journey to understand her decades-long fatigue began with a breast cancer diagnosis at age 28. Twinam underwent a mastectomy before enduring chemotherap… [+8782 chars]"
abc-news-au,ABC News (AU),ABC listen,What are the ongoing implications from Long-Covid?- Health with Dr Norman Swan - ABC listen,"On Friday, researchers, clinicians and patients, gathered in Victoria for what was probably the first conference in Australia devoted entirely to the issue of Long Covid.",https://www.abc.net.au/listen/programs/radionational-breakfast/health-with-dr-norman-swan/102810144,2023-09-03T22:45:00Z,"On Friday, researchers, clinicians and patients, gathered in Victoria for what was probably the first conference in Australia devoted entirely to the issue of Long Covid.
The latest research was pre… [+303 chars]"
cnn,CNN,Jen Christensen,"Almost 7% of adults and 1% of kids have struggled with long Covid, survey finds | CNN","Estimates of the number of people in the US with lingering Covid-19 symptoms vary widely, but a new survey from the National Center for Health Statistics says the condition may have affected as many as 962,000 children and 17.9 million adults.",https://www.cnn.com/2023/09/26/health/long-covid-nchs-survey/index.html,2023-09-26T04:23:26Z,"Estimates of the number of people in the US with lingering Covid-19 symptoms vary widely, but a new survey from the National Center for Health Statistics says the condition may have affected as many … [+4799 chars]"
fox-news,Fox News,Fox News Staff,LAURA INGRAHAM: Fear is a powerful emotion,"FOX News host Laura Ingraham dismantles the left's worries and breaks down how politicians use fear to gain control on ""The Ingraham Angle.""",https://www.foxnews.com/media/laura-ingraham-fear-powerful-emotion,2023-09-20T00:59:42Z,"FOX News host Laura Ingraham explains why fear is a powerful emotion that politicians use for ""coercion and control"" on ""The Ingraham Angle
."" 
LAURA INGRAHAM: Fear is a powerful emotion. Now, some… [+1336 chars]"
cnn,CNN,Brenda Goodman,"Scientists edge closer to finding a biomarker for long Covid, which could lead to better tests and treatments | CNN","People who have struggled to recover after Covid-19 often find that clinicians treat them like medical mysteries. Routine tests often don’t reveal that anything is amiss, so doctors sometimes wrongly assume that long Covid might be a form of depression or anx…",https://www.cnn.com/2023/09/25/health/long-covid-studies-test-treatment-development-wellness/index.html,2023-09-25T15:13:51Z,"People who have struggled to recover after Covid-19 often find that clinicians treat them like medical mysteries. Routine tests often dont reveal that anything is amiss, so doctors sometimes wrongly … [+9099 chars]"
politico,Politico,By Daniel Payne,Biden’s cancer moonshot aims to spur cutting-edge tech and simple prevention,"At POLITICO’s Cancer Moonshot Mission Update, administration officials said Biden’s goal of cutting the death rate in half is achievable.",https://www.politico.com/news/2023/09/28/bidens-cancer-moonshot-updates-00118751,2023-09-28T16:35:30Z,"Here are three takeaways from the event, moderated by POLITICOs Erin Schumaker and Katherine Ellen Foley:
Exciting innovations are in the pipeline
Administration officials, oncologists and leaders … [+3853 chars]"
reuters,Reuters,Michael Erman,Explainer: Who should get a COVID vaccine this year?,"The U.S. drug regulator <a href=""/business/healthcare-pharmaceuticals/us-fda-authorizes-updated-covid-vaccines-2023-09-11/"">authorized updated COVID-19 vaccines</a> from Pfizer <a href=""https://www.reuters.com/markets/companies/PFE.N"" target=""_blank"">(PFE.N)<…",https://www.reuters.com/business/healthcare-pharmaceuticals/who-should-get-covid-vaccine-this-year-2023-09-11/,2023-09-11T23:51:43Z,Sept 11 (Reuters) - The U.S. drug regulator authorized updated COVID-19 vaccines from Pfizer (PFE.N) and its partner BioNTech (22UAy.DE) as well as from Moderna (MRNA.O) on Monday as the country prep… [+4127 chars]
fox-news,Fox News,Danielle Wallace,"DeSantis say he would not fund booster vaccines as president, vows 'reckoning' on COVID policies","Florida Gov. Ron DeSantis, who has warned health adult under 65 against the new COVID vaccine, said he would not fund boosters in elected president.",https://www.foxnews.com/politics/desantis-not-fund-booster-vaccines-president-vows-reckoning-covid-policies,2023-09-21T14:15:57Z,"Florida Gov. Ron DeSantis said in a new interview that aired Wednesday that he would not fund COVID-19 booster vaccines if elected president, promising first a ""reckoning"" when it comes to pandemic p… [+3810 chars]"
fox-news,Fox News,Melissa Rudy,"COVID booster warning from Florida surgeon general, who advises people not to get new vaccine","While speaking at a Thursday news conference for Governor Ron Desantis in Jacksonville, Florida, Surgeon General Dr. Joseph Ladapo advised people to not get the updated booster vaccine for COVID-19.",https://www.foxnews.com/health/covid-booster-warning-florida-surgeon-general-advises-people-not-get-new-vaccine,2023-09-09T15:53:52Z,"While speaking at a Thursday news conference for Gov. Ron DeSantis in Jacksonville, Florida,
 Dr. Joseph Ladapo, that state's surgeon general, advised people to steer clear of the updated booster va… [+6466 chars]"
the-washington-post,The Washington Post,Carolyn Y. Johnson,"As covid becomes endemic, can people drop masks, other precautions?","For some people, covid will always be high risk. Others wonder when — or if — we can stop treating the coronavirus differently from other common viruses.",https://www.washingtonpost.com/health/2023/09/13/covid-new-normal-endemic/,2023-09-13T10:02:22Z,"Comment on this story
Comment
New coronavirus variants are making headlines. Photos of positive test results are popping up on social media feeds. Hospitalizations are increasing.
Far from the sta… [+9144 chars]"
cnn,CNN,Brenda Goodman,"Covid-19 has changed, and so has our immunity. Here’s how to think about risk from the virus now","Experts say it’s less risky to catch Covid-19 than it used to be, but there are still good reasons not to treat it casually.",https://www.cnn.com/2023/08/28/health/risk-from-catching-covid-wellness/index.html,2023-08-28T12:08:54Z,"Covid-19 was never just another cold. We knew it was going to stick around and keep changing to try to get the upper hand on our immune systems.
But weve changed, too. Our B cells and T cells, keepe… [+16945 chars]"
breitbart-news,Breitbart News,Simon Kent,Updated Coronavirus Vaccines Released for All Americans over 6 Months,An updated selection of coronavirus vaccines will be available from Wednesday for all Americans aged six months and upwards.,https://www.breitbart.com/health/2023/09/13/updated-coronavirus-vaccines-released-for-all-americans-over-6-months/,2023-09-13T12:20:48Z,"An updated selection of coronavirus vaccines has been approved by health officials and should be available from Wednesday for all Americans aged six months and upwards.
President Joe Biden used a st… [+2353 chars]"
cbs-news,CBS News,Jon Keller,Keller & Large: Costlier health care returns after end of COVID emergency,"The days of free COVID testing are gone, and while those at-home tests are still relatively cheap, the more accurate PCR tests are not.",https://www.cbsnews.com/boston/news/covid-cost-emergency-testing-vaccine-jon-keller-at-large/,2023-09-19T21:25:32Z,"BOSTON - Did you catch my colleague Kristina Rex's report Monday on a local man's sticker shock over a $190 bill for a COVID-19 vaccine?
Turns out it was the result of fumbling insurance bureaucracy… [+2160 chars]"
cnn,CNN,,What precautions should people take for Labor Day and back-to-school? A doctor explains | CNN,Coronavirus cases are rising again as Americans plan to celebrate Labor Day and children head back to school. Here are the precautions Dr. Leana Wen recommends you take.,https://www.cnn.com/2023/08/31/health/labor-day-coronavirus-increase-wellness/index.html,2023-08-31T12:00:15Z,"As families prepare to gather for Labor Day and children head back to schools, coronavirus cases are once again on the rise.
Covid-19 hospital admissions are up more than 18% in the most recent week… [+7069 chars]"
cnn,CNN,Amanda Musa,"Demand for at-home Covid-19 tests is high, but don’t expect a shortage anytime soon | CNN","The US is in the midst of a surge of Covid-19, with weekly hospital admissions and test positivity rates increasing, according to federal data. It should come as no surprise that some Americans say they’re having a hard time finding at-home Covid-19 tests – o…",https://www.cnn.com/2023/09/08/health/covid-tests-demand-wellness/index.html,2023-09-08T10:39:47Z,"The US is experiencing an increase of Covid-19, with weekly hospital admissions and test positivity rates on the rise, according to federal data. It should come as no surprise that some Americans say… [+4288 chars]"
abc-news,ABC News,Mary Kekatos,"COVID guide: What to know about symptoms, testing, treatment and vaccines","COVID guide: What to know about symptoms, testing, treatment and vaccinesgo.com",https://abcnews.go.com/Health/covid-guide-symptoms-testing-treatment-vaccines/story?id=103148715,2023-09-15T09:21:18Z,"As COVID-19 cases and hospitalizations rise across the United States and a new updated vaccine becomes available, many have questions on how to best keep their families safe.
Much has changed over t… [+5991 chars]"
the-washington-post,The Washington Post,Lena H. Sun,CDC recommends new covid booster shots for anyone 6 months and older,Federal health officials advised that anyone 6 months and older should get at least one dose of an updated shot.,https://www.washingtonpost.com/health/2023/09/12/covid-booster-shots-2023-cdc/,2023-09-12T21:22:45Z,"Comment on this story
Comment
Virtually all Americans should get an updated coronavirus shot, the Centers for Disease Control and Prevention recommended Tuesday, with vaccine expected to become ava… [+9767 chars]"
cnn,CNN,Dr. Sanjay Gupta,The many states of the brain: What’s going on inside your head and how to optimize it | CNN,"Do you ever wonder what makes you, well, you: the way you act, the way you feel, the way you process information from the world around you? Some of it is nature (the unique set of genes you inherited), and some of it is nurture (the environment in which you w…",https://www.cnn.com/2023/09/14/health/sanjay-gupta-chasing-life-podcast-distracted-brain/index.html,2023-09-14T13:19:39Z,"Do you ever wonder what makes you, well, you: the way you act, the way you feel, the way you process information from the world around you? Some of it is nature (the unique set of genes you inherited… [+9947 chars]"
